id,error,dE_r2_single,dE_r2_boltz,dE_wb_single,nconf_ald,nconf_prod,std_ald_kcal,std_prod_kcal,dG_orca_kcal,dG_gxtb_kcal,dG_gxtb_corrected_final,boltz_corr,func_shift,dG_boltz,dG_wb97x
152382,,-11.85059766837692,-12.024153149334769,-14.189756158956842,5,5,0.2955667920873821,0.9245333735377222,5.835476454379485,2.5563,6.821499569255124,-0.17355548095784812,-2.339158490579921,5.661920973421637,3.496317963799564
121206,,-19.28780048994585,-18.491883870621532,-17.04921208937009,5,5,1.875710063965379,2.5645336190458035,0.0308971816296774,1.451,-0.9538916970891256,0.7959166193243199,2.238588400575761,0.8268138009539973,2.2694855822054385
147607,,-10.941491894118892,-10.394824103688542,-11.96711619895369,5,5,0.4181208770812836,1.820343963927088,5.296157616153424,5.3055,5.138007809013416,0.5466677904303499,-1.025624304834798,5.842825406583774,4.270533311318626
153842,,-13.77322852485668,-13.522519882806131,-15.106787140712331,5,5,1.1223920662683022,2.070178576474822,6.8924762132873045,5.7802,6.756863333341643,0.2507086420505491,-1.333558615855651,7.143184855337854,5.558917597431654
155331,,-13.3968219215086,-13.087430229083008,-14.985901339876287,5,5,2.4751014281925787,2.011385481822378,9.037030524469744,0.6496,7.892509870275195,0.30939169242559217,-1.589079418367687,9.346422216895336,7.447951106102057
6400,,-16.302499286896616,-15.977234286109429,-18.53459341926186,5,5,0.0704329901172203,1.2723900772619674,5.986004083472513,1.0407,4.539905107145223,0.3252650007871871,-2.232094132365244,6.3112690842597,3.7539099511072687
166732,,-4.960683272786699,-4.786012197223058,-3.2022393711392048,5,5,4.132206570808733,3.1263695567374983,-3.1381534169908103,0.38,-1.1248801643675646,0.1746710755636416,1.7584439016474946,-2.9634823414271687,-1.3797095153433157
208223,,-15.40511112424478,-15.028874436337707,-15.500768184614603,5,5,0.1035074218937024,3.958288590898868,9.138667759090009,-0.0148,8.242776380650254,0.3762366879070722,-0.09565706036982391,9.51490444699708,9.043010698720185
215277,,-11.17969402037646,-11.309038176801092,,5,5,0.0774046289835714,2.773044396078085,7.976121951079974,6.3845,8.131485995531177,-0.12934415642463293,,7.846777794655341,
20375,,-16.821319173687897,-15.875318033746527,,5,5,0.4388584842494465,3.500100156941544,21.25207382728961,9.7785,18.251854477356417,0.9460011399413695,,22.19807496723098,
200661,,3.6175614814726127,2.949424289024973,-0.1691480985284841,5,5,1.160183009319877,2.7474515328712297,22.62193373795448,14.503,22.94189716308848,-0.6681371924476398,-3.7867095800010966,21.95379654550684,18.83522415795338
6430,,-14.85776070061472,-15.477756261147972,-16.401460640666553,5,5,0.115814142561209,1.1110201959016506,-0.6877366541064125,3.264,-1.0594531189206084,-0.6199955605332512,-1.543699940051832,-1.3077322146396637,-2.231436594158245
38343,,-12.094956913831362,-13.112209119499235,-13.2206791267139,5,5,0.3834451543199262,2.8635559813996685,9.665553887726473,8.247,9.627057878884482,-1.017252205667873,-1.125722212882538,8.6483016820586,8.539831674843935
