id,error,cluster
92979,8.218218721738163,2
11209,3.913720130598483,0
200297,4.522827289607309,1
116511,3.133752155456243,1
110441,3.4958172600476285,0
120521,6.4582888271797305,1
167316,5.535804296810762,0
190188,3.3129481098010265,1
71361,6.954308860692667,2
97457,3.7478714872091636,0
101344,5.689886442608643,2
74721,6.464146607648933,2
103193,4.510817905237445,3
168478,4.210323209434662,0
157264,3.6098804347866436,1
51330,6.321160247407842,1
92065,5.665253674441958,2
195228,5.081282392227642,1
50236,4.487792475527774,3
134621,3.45680003527366,0
1028,3.9090468807081376,1
96917,9.649613506523806,3
121415,3.456353699206952,1
96924,3.1424444184086564,2
86605,3.5731350217987075,2
111892,3.3822476455588326,1
215039,3.655862264636374,1
65315,6.887739824369013,2
131816,3.476759090433974,0
55857,3.9013476586343634,1
39735,3.9955723456558196,3
117952,3.269533399192635,0
17261,3.986394113981838,2
103986,7.02725205861775,2
200314,3.3808400401843026,0
213029,4.089296137733772,0
4121,4.387415307119207,3
57333,3.3243043895089626,1
58631,7.747731310112532,3
50740,8.736333081975367,3
97183,7.850433467563078,3
113371,3.1523220975025676,1
24033,4.240193747457726,0
103527,3.468614718272536,0
64391,5.125266987790474,3
89511,5.738964143691419,2
91636,3.6109924884493037,1
147966,3.4233129933681896,1
215793,3.640962915547727,1
8765,6.564690654839553,2
181188,4.9947503659049435,0
163540,3.9629589202950743,1
65575,4.167810824054866,2
57555,7.2025270261092444,1
46059,10.754523043157747,3
193823,4.739009662888815,1
194458,3.6747780088996462,1
77803,16.71594940332713,2
4166,3.582393950171422,3
172964,3.1829834474249514,1
124393,4.133585412206856,1
56984,6.143924482475611,2
60663,3.419385645520485,2
191741,3.700015200667311,0
192932,3.7903505434190867,0
159753,3.350069466491279,1
37781,3.7492527387114585,3
111327,3.615342146750892,1
168143,8.841163876117665,1
78112,3.2466192708626416,2
59757,3.795228016532275,0
30494,3.638612813929731,1
184614,5.537145369347192,0
76259,7.246311018498693,3
104215,4.96002972377998,2
3539,6.992857952117995,3
92701,3.533991317721145,3
46508,3.524052154026215,3
26738,7.145812706047661,1
136348,4.50270477746778,1
77065,6.9774260610341265,3
167009,3.179672810183199,0
76881,5.980176825527544,2
98092,3.437026780913948,1
67726,4.117802816486595,2
65061,5.526289836056531,3
96267,3.3315137410688784,3
66201,5.019933908041482,3
99656,4.301638951992723,1
43702,4.971986756409157,2
36410,14.578261455981458,1
194825,7.387293176727667,3
89811,8.632841157449304,3
63553,5.88213981347413,1
216375,6.138921682589524,2
8092,10.341037317309171,1
56818,4.070006237458792,3
64082,3.487023007229091,1
209200,3.982098365030569,0
25089,11.334664726221684,1
105819,3.6892778029853126,1
193992,4.424582217428499,0
126713,3.187226288419282,3
19308,4.233602886380288,1
125198,4.760939566929063,2
67079,4.9112312696452705,0
71703,4.325553346492223,2
89758,5.123052559760166,1
49928,3.942401458587531,0
205078,5.149160050855066,2
83474,4.1730864688214275,2
86471,3.262598251051732,3
90942,3.1635510409225986,1
148706,4.631797482222703,1
202881,3.735803668832909,3
96001,5.968760184041733,3
111440,5.118819686622542,1
44334,3.855394948352658,3
41422,3.9265978492140876,3
117450,6.678564032570439,0
167892,4.494840103490444,0
16887,6.820785980613504,3
134658,3.1596230074164326,0
154748,3.978753272659346,0
186417,4.167508970809736,2
31898,3.2957975771871126,0
107290,6.672275483599504,2
18862,4.324678680907169,0
36709,4.4721206732982015,3
20572,14.580957306563615,1
18999,3.618671374791134,1
121331,7.553894457720788,0
27817,4.533483536914684,1
15149,4.005037394961235,0
155334,3.664034010784297,1
71747,3.7272397980862557,0
57273,4.69465277673927,2
97528,6.939985274805858,3
100280,5.894686779054133,3
211839,3.182799630518933,1
107203,5.256247822639459,1
2476,4.899429260099119,3
57702,15.01522649609261,2
44060,8.402653862906096,1
82003,5.565139931531805,2
