id,prod_smiles,ald_smiles,dG_orca_kcal,dG_gxtb_kcal,dG_pred,error
97845,COc1cc(OC)nc(NC(=O)NNS(=O)(=O)c2ccc(F)cc2C2(C(=O)C(O)C3(c4cc(F)ccc4S(=O)(=O)NNC(=O)Nc4nc(OC)cc(OC)n4)CC3)CC2)n1,COC1=CC(=NC(=N1)NC(=O)NNS(=O)(=O)C2=C(C=C(C=C2)F)C3(CC3)C=O)OC,48.97302049973929,32.9783,39.189782717307246,9.783237782432046
97729,CC(C)C1=NN(C(=O)NC(C)(C)CF)C(C(=O)C(O)C2N(N)C(C(C)C)=NN2C(=O)NC(C)(C)CF)N1N,CC(C)C1=NN(C(N1N)C=O)C(=O)NC(C)(C)CF,1.7283768132083652,-17.2294,-8.014501187020128,9.742878000228494
81916,C=CC=C(C=CCC(=O)C(O)CC=CC(=CC=C)C1C=C(CCCOC)C=NC(c2cc(F)c(OC)c(F)c2)C1)C1C=C(CCCOC)C=NC(c2cc(F)c(OC)c(F)c2)C1,COCCCC1=CC(CC(N=C1)C2=CC(=C(C(=C2)F)OC)F)/C(=C/C=C)/C=C\CC=O,2.313663309759293,3.9225,12.012195393423475,9.698532083664183
81434,CN(C)C=Cc1cc(-c2c(F)ccc3cc(C(=O)N4CCC(F)(F)CC4)ccc23)ccc1C(=O)C(O)c1ccc(-c2c(F)ccc3cc(C(=O)N4CCC(F)(F)CC4)ccc23)cc1C=CN(C)C,CN(C)/C=C\C1=C(C=CC(=C1)C2=C(C=CC3=C2C=CC(=C3)C(=O)N4CCC(CC4)(F)F)F)C=O,-2.4021869285784367,3.7769,7.237808542552452,9.639995471130888
70460,NC1C(C2CC2(C(=O)C(O)C2(C(F)(F)F)CC2C2CCCC(N3Cc4ccc(-c5nnc(C(F)F)o5)cc4C3=O)C2N)C(F)(F)F)CCCC1N1Cc2ccc(-c3nnc(C(F)F)o3)cc2C1=O,C1CC([C@H](C(C1)N2CC3=C(C2=O)C=C(C=C3)C4=NN=C(O4)C(F)F)N)C5CC5(C=O)C(F)(F)F,10.774166375420364,6.0475,20.39485417675558,9.620687801335215
205738,COC(=O)CCC(N)(Cc1cccc(C(=N)N)c1)C(=O)NCC(=O)NC(CCCN=C(N)N)C(=O)C(O)C(CCCN=C(N)N)NC(=O)CNC(=O)C(N)(CCC(=O)OC)Cc1cccc(C(=N)N)c1,COC(=O)CC[C@@](CC1=CC(=CC=C1)C(=N)N)(C(=O)NCC(=O)N[C@@H](CCCN=C(N)N)C=O)N,-8.599018096031607,-20.8594,0.9844976829535064,9.583515778985111
131811,O=C(c1ccc(-c2cc(C(F)(F)F)c(S(=O)(=O)O)cc2Cl)o1)C(O)c1ccc(-c2cc(C(F)(F)F)c(S(=O)(=O)O)cc2Cl)o1,C1=C(OC(=C1)C2=CC(=C(C=C2Cl)S(=O)(=O)O)C(F)(F)F)C=O,24.246664667402705,-1.1405,14.696038862992015,9.550625804410688
104654,N#Cc1cccc(OCC2(C(=O)C(O)C3(COc4cccc(C#N)c4F)CN(S(=O)(=O)c4ccc(Cl)cc4Cl)C3)CN(S(=O)(=O)c3ccc(Cl)cc3Cl)C2)c1F,C1C(CN1S(=O)(=O)C2=C(C=C(C=C2)Cl)Cl)(COC3=CC=CC(=C3F)C#N)C=O,3.072218131542788,3.2568,12.602556575807036,9.530338444264247
12948,CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)C(O)C(CC(=O)O)NC(=O)C(C)NC(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(C)=O)C(C)C)C(C)C,C[C@@H](C(=O)N[C@H](CC(=O)O)C=O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)C,17.168174337895508,-14.221,7.6538555550806,9.514318782814907
92124,CCC(S)(CC(=O)C(O)CC(S)(CC)NC(=O)c1ccc(=O)n(-c2ccccc2F)c1)NC(=O)c1ccc(=O)n(-c2ccccc2F)c1,CCC(CC=O)(NC(=O)C1=CN(C(=O)C=C1)C2=CC=CC=C2F)S,-1.004720965393897,12.1642,8.482736895748358,9.487457861142255
