id,donor_id,acceptor_id,pair_key,reaction_type,round,donor_smiles,acceptor_smiles,smiles,dG_xtb_kcal,dG_gxtb_kcal,dG_orca_kcal,donor_G_xtb,donor_G_gxtb,donor_xtb_energy,donor_xtb_HOMO,donor_xtb_LUMO,donor_xtb_gap,donor_xtb_IP,donor_xtb_EA,donor_xtb_mu,donor_xtb_eta,donor_xtb_omega,donor_xtb_dipole,donor_mulliken_CHO_C,donor_mulliken_CHO_O,donor_fukui_plus_CHO_C,donor_fukui_minus_CHO_C,donor_fukui_0_CHO_C,donor_dual_descriptor_CHO_C,donor_wbo_CO,donor_pa_CHO_O,donor_vbur_CHO_C,donor_sterimol_L,donor_sterimol_B1,donor_sterimol_B5,donor_SASA_total,donor_P_int,donor_bde_gxtb_kcal,acceptor_G_xtb,acceptor_G_gxtb,acceptor_xtb_energy,acceptor_xtb_HOMO,acceptor_xtb_LUMO,acceptor_xtb_gap,acceptor_xtb_IP,acceptor_xtb_EA,acceptor_xtb_mu,acceptor_xtb_eta,acceptor_xtb_omega,acceptor_xtb_dipole,acceptor_mulliken_CHO_C,acceptor_mulliken_CHO_O,acceptor_fukui_plus_CHO_C,acceptor_fukui_minus_CHO_C,acceptor_fukui_0_CHO_C,acceptor_dual_descriptor_CHO_C,acceptor_wbo_CO,acceptor_pa_CHO_O,acceptor_vbur_CHO_C,acceptor_sterimol_L,acceptor_sterimol_B1,acceptor_sterimol_B5,acceptor_SASA_total,acceptor_P_int,acceptor_bde_gxtb_kcal,xtb_energy,xtb_HOMO,xtb_LUMO,xtb_gap,xtb_IP,xtb_EA,xtb_mu,xtb_eta,xtb_omega,xtb_dipole,mulliken_ketC,mulliken_ketO,mulliken_carbC,mulliken_hydO,mulliken_hydH,wbo_CO_ket,wbo_CC_new,wbo_CO_carb,fukui_plus_ketC,fukui_minus_ketC,fukui_0_ketC,dual_ketC,fukui_plus_carbC,fukui_minus_carbC,fukui_0_carbC,dual_carbC,pa_ketO,vbur_ketC,vbur_carbC,sterimol_L,sterimol_B1,sterimol_B5,SASA_total,P_int,hb_dist,hb_angle,dih_core,bde_gxtb_kcal,donor_MW,donor_LogP,donor_TPSA,donor_HBD,donor_HBA,donor_RotBonds,donor_ArRings,donor_ArHetRings,donor_AlRings,donor_Rings,donor_Heteroatoms,donor_FractionCSP3,donor_BertzCT,donor_Kappa2,donor_NumStereocenters,donor_n_CHO,acceptor_MW,acceptor_LogP,acceptor_TPSA,acceptor_HBD,acceptor_HBA,acceptor_RotBonds,acceptor_ArRings,acceptor_ArHetRings,acceptor_AlRings,acceptor_Rings,acceptor_Heteroatoms,acceptor_FractionCSP3,acceptor_BertzCT,acceptor_Kappa2,acceptor_NumStereocenters,acceptor_n_CHO,product_MW,product_LogP,product_TPSA,product_HBD,product_HBA,product_RotBonds,product_ArRings,product_ArHetRings,product_AlRings,product_Rings,product_Heteroatoms,product_FractionCSP3,product_BertzCT,product_Kappa2,product_NumStereocenters,product_n_CHO,interaction_gap_HOMOd_LUMOa,interaction_fukui_match,interaction_absdiff_xtb_gap,interaction_absdiff_xtb_dipole,interaction_absdiff_sterimol_L,interaction_absdiff_sterimol_B1,interaction_absdiff_sterimol_B5,interaction_absdiff_SASA_total,interaction_absdiff_MW,interaction_absdiff_TPSA
VBUQVCNUAFTHCE-RAZAXZTQSA-N__KHXWBRBPYHSXTH-CKIVDRAYSA-N,VBUQVCNUAFTHCE-RAZAXZTQSA-N,KHXWBRBPYHSXTH-CKIVDRAYSA-N,KHXWBRBPYHSXTH-CKIVDRAYSA-N__VBUQVCNUAFTHCE-RAZAXZTQSA-N,carbo-hetero,round2,Cn1ccc(NC(=O)[C@@H]2CCN2S(=O)(=O)C2CC(C=O)CC3C(F)NNC32)cc1=O,O=C[C@H]1NCC(=S)C1C(=O)[C@H]1NCC(=S)C1C(=O)CC1=Cc2ccccc2C1,Cn1ccc(NC(=O)C2CCN2S(=O)(=O)C2CC(C(=O)C(O)C3NCC(=S)C3C(=O)C3NCC(=S)C3C(=O)CC3=Cc4ccccc4C3)CC3C(F)NNC32)cc1=O,-12.6385,-10.0013,-6.495132016913575,-93.421219979296,-1847.9804880405927,-93.729020478507,-10.2192,-7.6042,2.615,7.3796,0.6115,-3.99555,3.38405,2.358774,7.861,0.208888,-0.318033,0.055076,-0.002609,0.026233,0.057685,1.921159,39.4252,52.4098,9.1602,2.9208,10.5722,624.2356,20.0154,72.512,-79.368064164658,-1943.500339852476,-79.630775351925,-9.6143,-8.8521,0.7622,6.9812,1.7411,-4.36115,2.62005,3.629631,7.674,0.208713,-0.289525,0.023574,-0.00419,0.009692,0.027764,1.956589,39.0214,48.7217,10.562,2.2301,9.8535,614.5875,20.9405,77.746,-173.409284857562,-10.1204,-8.8598,1.2606,6.5332,2.1321,-4.33265,2.20055,4.265265,8.586,0.214965,-0.347136,0.082921,-0.438946,0.323108,1.847179,0.967302,1.01926,0.015477,0.000251,0.007864,0.015226,-0.002767,-0.001225,-0.001996,-0.001542,69.531,73.5476,71.9635,15.2583,4.9844,11.1012,1131.8843,21.8463,2.0319,116.6917,-14.5121,37.112,441.485,-0.9064,129.61,3,7,5,1,1,3,4,12,0.611111,1014.464626,7.836128,6,1,412.536,1.2691,75.27,2,7,6,1,0,3,4,7,0.380952,923.980707,7.82991,4,1,854.021,-0.0915,208.04,6,14,12,2,1,6,8,19,0.512821,2304.21968,16.000572,11,0,-1.3671000000000006,-6.150456600000001e-05,1.8528000000000002,0.1869999999999994,1.4017999999999997,0.6906999999999996,0.7187000000000001,9.6481,28.949000000000012,54.34000000000002
DNROWLSFCIYGRD-VDVWYFBOSA-N__SGJZJSJZZNHWNN-FQEVSTJZSA-N,DNROWLSFCIYGRD-VDVWYFBOSA-N,SGJZJSJZZNHWNN-FQEVSTJZSA-N,DNROWLSFCIYGRD-VDVWYFBOSA-N__SGJZJSJZZNHWNN-FQEVSTJZSA-N,carbo-hetero,round2,COc1ccc(-c2oc3cc(O[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O)cc(O)c3c(=O)c2O)cc1O,CCC(CC)NC[C@H](CC=O)N(Cc1cccc(F)c1F)c1ccc(C#N)c(Cl)c1,CCC(CC)NCC(CC(O)C(=O)C(O)C(O)C(O)C(O)Oc1cc(O)c2c(=O)c(O)c(-c3ccc(OC)c(O)c3)oc2c1)N(Cc1cccc(F)c1F)c1ccc(C#N)c(Cl)c1,-10.8353,-2.4873,4.5440725556560935,-103.723758357891,-1714.797664834506,-103.978551860466,-10.1865,-7.9179,2.2686,7.2164,1.3253,-4.27085,2.94555,3.096223,4.742,0.196138,-0.313594,0.042274,0.002192,0.022233,0.040082,1.916604,41.028,47.621,12.8832,1.8397,13.9719,682.1824,19.6039,63.93,-88.980434668713,-1791.0726672673052,-89.317632543014,-10.2445,-7.3828,2.8617,7.4733,0.5805,-4.0269,3.4464,2.352589,7.319,0.20532,-0.435733,0.002111,-0.00399,-0.000939,0.006101,1.713508,82.4552,61.4081,9.4025,2.5748,7.721,676.4195,20.0614,89.267,-193.351520852541,-10.0403,-8.2512,1.7891,6.5041,1.6816,-4.09285,2.41125,3.473597,3.511,0.216062,-0.36899,0.095316,-0.434965,0.315659,1.810661,0.980053,1.012367,0.042435,0.00011,0.021272,0.042325,-0.001408,-0.001951,-0.00168,0.000543,48.8219,77.2159,75.3145,10.9464,4.281,13.6801,1196.7737,21.4232,2.0514,116.7581,10.6382,31.477,464.379,-0.4358,207.35,7,12,8,3,1,0,3,12,0.238095,1234.122695,9.339951,4,1,433.93,5.23228,56.13,1,4,11,2,0,0,2,7,0.391304,896.502334,11.632782,1,1,898.309,4.34228,266.64,9,16,20,5,1,0,5,19,0.340909,2532.976052,20.886817,6,0,-2.803700000000001,4.627312e-06,0.5930999999999997,2.577,3.4807000000000006,0.7351000000000003,6.2509,5.762900000000059,30.449000000000012,151.22
OGARMHBKUCJUTA-CKSLAKHHSA-N__VVYOQJGKGBEIDG-SPRNKHAWSA-N,OGARMHBKUCJUTA-CKSLAKHHSA-N,VVYOQJGKGBEIDG-SPRNKHAWSA-N,OGARMHBKUCJUTA-CKSLAKHHSA-N__VVYOQJGKGBEIDG-SPRNKHAWSA-N,carbo-hetero,round2,COC1=C2[C@@H]3CC[C@]4(OC(C)=O)[C@@H]5O[C@@H]5CC[C@]4(C=O)[C@H]3CC[C@]2(C)[C@@H](c2ccc(=O)oc2)C1=O,C/C(=C\[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1Br)c1ccccc1,COC1=C2C3CCC4(OC(C)=O)C5OC5CCC4(C(=O)C(O)C(C=C(C)c4ccccc4)C(C[N+](=O)[O-])c4ccccc4Br)C3CCC2(C)C(c2ccc(=O)oc2)C1=O,-3.7321,4.8683,7.543553679335719,-105.263299517041,-1648.331514665792,-105.675427416472,-10.5232,-7.878,2.6452,7.5642,1.1668,-4.3655,3.1987,2.978959,10.389,0.219243,-0.317526,0.034743,-0.000719,0.017012,0.035462,1.92556,33.4296,66.4671,6.7183,3.3825,12.117,665.6454,20.2699,72.571,-68.699097802972,-3588.95509366543,-68.930160352477,-10.7314,-8.6342,2.0972,7.8671,1.1634,-4.51525,3.35185,3.041228,5.125,0.214602,-0.327247,0.02151,0.004553,0.013032,0.016957,1.910057,54.0013,56.4492,8.8224,3.4185,8.4961,557.4197,20.5165,,-174.658281008615,-10.7396,-8.1568,2.5828,7.3956,1.6106,-4.5031,2.8925,3.505257,9.393,0.224449,-0.346817,0.091648,-0.443818,0.312343,1.858807,0.954778,0.989414,0.025904,0.005593,0.015748,0.020311,-0.003791,0.002531,-0.00063,-0.006322,49.0163,91.0571,86.8786,7.0979,3.9651,12.0247,891.645,24.3883,2.8824,76.2235,-54.9554,,482.529,3.0813,112.41,0,8,4,1,1,5,6,8,0.62963,1193.28315,7.384287,8,1,388.261,4.728,60.21,0,3,7,2,0,0,2,5,0.210526,743.286937,8.54532,2,1,870.79,7.3551,175.78,1,11,12,3,1,5,8,13,0.478261,2301.021158,15.388215,11,0,-1.8889999999999993,-1.5465690000000003e-05,0.548,5.263999999999999,2.1041,0.03600000000000003,3.6209000000000007,108.22569999999996,94.26799999999997,52.199999999999996
PXERWWFVTLOJTD-UHFFFAOYSA-N__YTLXUBYQDRLWPF-PLNGDYQASA-N,PXERWWFVTLOJTD-UHFFFAOYSA-N,YTLXUBYQDRLWPF-PLNGDYQASA-N,PXERWWFVTLOJTD-UHFFFAOYSA-N__YTLXUBYQDRLWPF-PLNGDYQASA-N,carbo-hetero,round2,CC(C=O)CC(c1ncc2c(N)nc(N)nc2n1)C(C1=c2ccccc2=CCC=C1)C(F)(F)F,Cc1cc(C)c(S(=O)(=O)N(C/C=C\CO)CCC=O)c(C)c1,Cc1cc(C)c(S(=O)(=O)N(CC=CCO)CCC(O)C(=O)C(C)CC(c2ncc3c(N)nc(N)nc3n2)C(C2=c3ccccc3=CCC=C2)C(F)(F)F)c(C)c1,-13.8064,-3.1406,-1.0118305574233044,-98.645485726572,-1631.4620434127569,-98.965648181483,-9.6136,-7.5201,2.0935,6.7922,0.6616,-3.7269,3.0653,2.265648,3.451,0.2173,-0.351233,0.010705,-0.004345,0.00318,0.01505,1.900002,102.3844,62.8756,9.5483,2.0443,7.7217,654.689,20.6946,43.885,-68.11602766353,-1377.037627328147,-68.390551580663,-10.4935,-7.6798,2.8137,7.8659,0.2367,-4.0513,3.8146,2.151344,6.438,0.21759,-0.313651,0.051063,-0.002336,0.024363,0.053399,1.930503,36.8994,55.1249,7.0873,1.9253,7.4748,510.6381,19.8863,83.64,-167.414118582299,-9.4512,-7.3582,2.093,6.5331,0.8463,-3.6897,2.8434,2.393945,14.846,0.216327,-0.357088,0.081312,-0.446028,0.314867,1.845136,0.971193,1.011283,0.019255,-0.000555,0.00935,0.01981,-0.000275,0.003104,0.001414,-0.003379,90.1329,75.785,74.5644,10.8745,2.9618,10.6174,994.8876,22.9444,2.0241,116.9214,-7.5444,47.138,468.483,2.6627,120.67,2,7,6,3,2,1,4,10,0.291667,1385.699235,9.202503,3,1,325.43,1.74006,74.68,1,4,8,1,0,0,1,6,0.4375,627.104807,8.216528,0,1,793.913,3.94856,198.51,4,11,15,4,2,1,5,16,0.375,2380.383256,17.407138,4,0,-1.9337999999999997,-0.00022186873499999997,0.7201999999999997,2.9869999999999997,2.4609999999999994,0.11899999999999977,0.24690000000000012,144.05089999999996,143.053,45.989999999999995
YTLXUBYQDRLWPF-PLNGDYQASA-N__PXERWWFVTLOJTD-UHFFFAOYSA-N,YTLXUBYQDRLWPF-PLNGDYQASA-N,PXERWWFVTLOJTD-UHFFFAOYSA-N,PXERWWFVTLOJTD-UHFFFAOYSA-N__YTLXUBYQDRLWPF-PLNGDYQASA-N,carbo-hetero,round2,Cc1cc(C)c(S(=O)(=O)N(C/C=C\CO)CCC=O)c(C)c1,CC(C=O)CC(c1ncc2c(N)nc(N)nc2n1)C(C1=c2ccccc2=CCC=C1)C(F)(F)F,Cc1cc(C)c(S(=O)(=O)N(CC=CCO)CCC(=O)C(O)C(C)CC(c2ncc3c(N)nc(N)nc3n2)C(C2=c3ccccc3=CCC=C2)C(F)(F)F)c(C)c1,-15.1869,0.3651,-2.922379831010652,-68.11602766353,-1377.037627328147,-68.390551580663,-10.4935,-7.6798,2.8137,7.8659,0.2367,-4.0513,3.8146,2.151344,6.438,0.21759,-0.313651,0.051063,-0.002336,0.024363,0.053399,1.930503,36.8994,55.1249,7.0873,1.9253,7.4748,510.6381,19.8863,83.64,-98.645485726572,-1631.4620434127569,-98.965648181483,-9.6136,-7.5201,2.0935,6.7922,0.6616,-3.7269,3.0653,2.265648,3.451,0.2173,-0.351233,0.010705,-0.004345,0.00318,0.01505,1.900002,102.3844,62.8756,9.5483,2.0443,7.7217,654.689,20.6946,43.885,-167.411078598985,-9.2774,-7.2154,2.062,6.4088,0.8583,-3.63355,2.77525,2.378648,14.543,0.21938,-0.368705,0.084378,-0.435204,0.311647,1.828374,0.979877,1.013389,0.024969,5.9e-05,0.012514,0.02491,-0.001601,-3.8e-05,-0.00082,-0.001563,90.1077,70.1215,76.8269,12.5304,3.0836,10.5587,1001.998,22.4831,2.0775,115.6671,-12.5883,44.197,325.43,1.74006,74.68,1,4,8,1,0,0,1,6,0.4375,627.104807,8.216528,0,1,468.483,2.6627,120.67,2,7,6,3,2,1,4,10,0.291667,1385.699235,9.202503,3,1,793.913,3.94856,198.51,4,11,15,4,2,1,5,16,0.375,2380.383256,17.407138,4,0,-2.973399999999999,-2.5006879999999998e-05,0.7201999999999997,2.9869999999999997,2.4609999999999994,0.11899999999999977,0.24690000000000012,144.05089999999996,143.053,45.989999999999995
PKEVIFGAZCJECH-RFYAYMHSSA-N__WFYXVCCYJGQCIV-FNPLBGOPSA-N,PKEVIFGAZCJECH-RFYAYMHSSA-N,WFYXVCCYJGQCIV-FNPLBGOPSA-N,PKEVIFGAZCJECH-RFYAYMHSSA-N__WFYXVCCYJGQCIV-FNPLBGOPSA-N,carbo-hetero,round2,C=C(c1nc(C)c([C@@](C)(C=O)C(=C)S/C=C(\C)CC(C)(C)C(=O)O)c(N)n1)c1ccc(F)cc1C,CCCOC[C@@H](C=O)NP(=O)(Cc1c(C(=O)O)c(F)cc2ccccc12)Oc1ccccc1,C=C(c1nc(C)c(C(C)(C(=C)SC=C(C)CC(C)(C)C(=O)O)C(=O)C(O)C(COCCC)NP(=O)(Cc2c(C(=O)O)c(F)cc3ccccc23)Oc2ccccc2)c(N)n1)c1ccc(F)cc1C,-9.852,3.172,7.192637822395425,-102.645909309703,-1935.68207941492,-103.051627211016,-9.7334,-7.5644,2.169,6.8957,0.7405,-3.8181,3.0776,2.368386,9.193,0.218762,-0.337519,0.02642,-0.004378,0.011021,0.030798,1.89349,47.7834,66.8328,7.0119,3.1021,11.1106,771.1188,20.5793,74.527,-98.495578195923,-1876.695819146784,-98.821307442145,-10.542,-7.8171,2.7249,7.3852,0.8806,-4.1329,3.2523,2.625967,3.079,0.214205,-0.323746,0.024662,4.4e-05,0.012353,0.024618,1.913529,80.7851,60.6452,9.8681,2.793,10.8886,695.5101,20.9028,74.108,-201.933522542609,-9.4731,-7.869,1.6041,6.4912,1.3789,-3.93505,2.55615,3.028895,5.991,0.221933,-0.359239,0.084882,-0.446976,0.322151,1.829169,0.953003,1.011803,0.020584,-0.001134,0.009725,0.021718,-0.002298,-0.000426,-0.001362,-0.001872,58.5272,87.2315,79.4976,9.2059,4.9085,11.8883,1210.3984,22.8447,2.0446,114.5996,21.2818,34.624,497.636,5.98444,106.17,2,6,10,2,1,0,2,8,0.333333,1213.167555,10.560509,1,1,473.437,5.0329,101.93,2,5,12,3,0,0,3,9,0.25,1170.333115,11.186267,2,1,971.073,10.56314,211.26,5,11,23,5,1,0,5,17,0.313725,2816.797525,21.940419,4,0,-1.9162999999999997,-0.000107970236,0.5558999999999998,6.113999999999999,2.8562000000000003,0.30909999999999993,0.22199999999999953,75.6087,24.199000000000012,4.239999999999995
WFYXVCCYJGQCIV-FNPLBGOPSA-N__PKEVIFGAZCJECH-RFYAYMHSSA-N,WFYXVCCYJGQCIV-FNPLBGOPSA-N,PKEVIFGAZCJECH-RFYAYMHSSA-N,PKEVIFGAZCJECH-RFYAYMHSSA-N__WFYXVCCYJGQCIV-FNPLBGOPSA-N,carbo-hetero,round2,CCCOC[C@@H](C=O)NP(=O)(Cc1c(C(=O)O)c(F)cc2ccccc12)Oc1ccccc1,C=C(c1nc(C)c([C@@](C)(C=O)C(=C)S/C=C(\C)CC(C)(C)C(=O)O)c(N)n1)c1ccc(F)cc1C,C=C(c1nc(C)c(C(C)(C(=C)SC=C(C)CC(C)(C)C(=O)O)C(O)C(=O)C(COCCC)NP(=O)(Cc2c(C(=O)O)c(F)cc3ccccc23)Oc2ccccc2)c(N)n1)c1ccc(F)cc1C,1.4311,3.9739,14.019248162350012,-98.495578195923,-1876.695819146784,-98.821307442145,-10.542,-7.8171,2.7249,7.3852,0.8806,-4.1329,3.2523,2.625967,3.079,0.214205,-0.323746,0.024662,4.4e-05,0.012353,0.024618,1.913529,80.7851,60.6452,9.8681,2.793,10.8886,695.5101,20.9028,74.108,-102.645909309703,-1935.68207941492,-103.051627211016,-9.7334,-7.5644,2.169,6.8957,0.7405,-3.8181,3.0776,2.368386,9.193,0.218762,-0.337519,0.02642,-0.004378,0.011021,0.030798,1.89349,47.7834,66.8328,7.0119,3.1021,11.1106,771.1188,20.5793,74.527,-201.920951051682,-9.5116,-7.8641,1.6475,6.506,1.3579,-3.93195,2.57405,3.003095,4.874,0.220652,-0.347556,0.092537,-0.432308,0.316422,1.854268,0.949802,0.990728,0.034324,-0.003755,0.015284,0.038079,-0.002132,-0.002324,-0.002228,0.000192,106.6272,89.186,86.1978,13.1284,3.5117,10.3689,1181.1487,23.6517,2.2929,106.7247,-50.3115,35.278,473.437,5.0329,101.93,2,5,12,3,0,0,3,9,0.25,1170.333115,11.186267,2,1,497.636,5.98444,106.17,2,6,10,2,1,0,2,8,0.333333,1213.167555,10.560509,1,1,971.073,10.56314,211.26,5,11,23,5,1,0,5,17,0.313725,2816.797525,21.940419,4,0,-2.9776,1.16248e-06,0.5558999999999998,6.113999999999999,2.8562000000000003,0.30909999999999993,0.22199999999999953,75.6087,24.199000000000012,4.239999999999995
MDJDNDILXUSFTH-FSYGSWOUSA-N__ZZPSUKHDMDAFMD-KXQVWALASA-N,MDJDNDILXUSFTH-FSYGSWOUSA-N,ZZPSUKHDMDAFMD-KXQVWALASA-N,MDJDNDILXUSFTH-FSYGSWOUSA-N__ZZPSUKHDMDAFMD-KXQVWALASA-N,carbo-hetero,round2,C=C(F)/C=C\C(=C/CC=O)c1cccnc1[C@@H](N)CC1=CC(F)=CC(F)C1,O=CC1(CN[C@H]2C[C@H](C(=O)N[C@H](c3c(F)ccc(Cl)c3F)C34CCC(F)(CC3)C4)C[C@H]2O)CC1,C=C(F)C=CC(=CCC(=O)C(O)C1(CNC2CC(C(=O)NC(c3c(F)ccc(Cl)c3F)C34CCC(F)(CC3)C4)CC2O)CC1)c1cccnc1C(N)CC1=CC(F)=CC(F)C1,-16.0135,-0.8178,1.8203211427564083,-79.393105979574,-1296.7987477884028,-79.671519648202,-10.0299,-7.4733,2.5566,7.1943,0.7443,-3.9693,3.225,2.442689,4.492,0.218413,-0.330597,0.0139,-0.000502,0.006699,0.014402,1.914096,64.8228,51.3645,8.473,1.9984,8.3538,551.5684,21.0301,45.974,-105.265642110464,-2065.25640706229,-105.665538896848,-10.1448,-7.3748,2.77,7.4964,0.4169,-3.95665,3.53975,2.211326,2.909,0.208791,-0.349837,0.049764,-0.00284,0.023462,0.052604,1.863886,85.3083,56.4748,4.6118,2.1601,11.8705,702.307,20.0875,75.185,-185.404102569388,-9.9927,-7.8005,2.1922,6.8996,1.3768,-4.1382,2.7614,3.100728,10.913,0.213143,-0.468784,0.093046,-0.452144,0.314515,1.647201,0.93269,1.007205,0.004515,0.004963,0.004739,-0.000448,-0.000825,0.00329,0.001233,-0.004115,81.8215,87.5221,75.2178,5.6791,4.4837,12.8448,1080.2562,22.284,1.9474,121.1694,10.8864,48.383,374.406,5.0049,55.98,1,3,8,1,1,1,2,6,0.238095,824.470555,9.826721,2,1,498.973,4.1561,78.43,3,4,8,1,0,4,5,9,0.68,993.863117,8.486899,4,1,873.379,8.7068,137.57,5,7,17,2,1,5,7,15,0.5,2165.751244,17.955661,7,0,-2.6551,-2.4981527999999998e-05,0.21340000000000003,1.5830000000000002,3.861200000000001,0.16169999999999995,3.5167,150.73860000000002,124.56700000000001,22.45000000000001
ZZPSUKHDMDAFMD-KXQVWALASA-N__MDJDNDILXUSFTH-FSYGSWOUSA-N,ZZPSUKHDMDAFMD-KXQVWALASA-N,MDJDNDILXUSFTH-FSYGSWOUSA-N,MDJDNDILXUSFTH-FSYGSWOUSA-N__ZZPSUKHDMDAFMD-KXQVWALASA-N,carbo-hetero,round2,O=CC1(CN[C@H]2C[C@H](C(=O)N[C@H](c3c(F)ccc(Cl)c3F)C34CCC(F)(CC3)C4)C[C@H]2O)CC1,C=C(F)/C=C\C(=C/CC=O)c1cccnc1[C@@H](N)CC1=CC(F)=CC(F)C1,C=C(F)C=CC(=CCC(O)C(=O)C1(CNC2CC(C(=O)NC(c3c(F)ccc(Cl)c3F)C34CCC(F)(CC3)C4)CC2O)CC1)c1cccnc1C(N)CC1=CC(F)=CC(F)C1,-15.3287,-7.0397,-5.145749547752888,-105.265642110464,-2065.25640706229,-105.665538896848,-10.1448,-7.3748,2.77,7.4964,0.4169,-3.95665,3.53975,2.211326,2.909,0.208791,-0.349837,0.049764,-0.00284,0.023462,0.052604,1.863886,85.3083,56.4748,4.6118,2.1601,11.8705,702.307,20.0875,75.185,-79.393105979574,-1296.7987477884028,-79.671519648202,-10.0299,-7.4733,2.5566,7.1943,0.7443,-3.9693,3.225,2.442689,4.492,0.218413,-0.330597,0.0139,-0.000502,0.006699,0.014402,1.914096,64.8228,51.3645,8.473,1.9984,8.3538,551.5684,21.0301,45.974,-185.400709437777,-9.9851,-7.937,2.0481,6.9768,1.465,-4.2209,2.7559,3.232337,5.79,0.208956,-0.375399,0.097321,-0.463899,0.316091,1.819727,0.933335,0.995995,0.018032,1.7e-05,0.009024,0.018015,-0.000415,-0.000286,-0.000351,-0.000129,47.2104,71.9868,75.0955,12.2185,2.4454,14.2659,1112.7963,22.0856,3.2545,82.049,108.1886,36.992,498.973,4.1561,78.43,3,4,8,1,0,4,5,9,0.68,993.863117,8.486899,4,1,374.406,5.0049,55.98,1,3,8,1,1,1,2,6,0.238095,824.470555,9.826721,2,1,873.379,8.7068,137.57,5,7,17,2,1,5,7,15,0.5,2165.751244,17.955661,7,0,-2.6715,-3.9476e-05,0.21340000000000003,1.5830000000000002,3.861200000000001,0.16169999999999995,3.5167,150.73860000000002,124.56700000000001,22.45000000000001
ZBYCCRLKUBUUKH-UHFFFAOYSA-N__FTIRONOGMYYBPK-UHFFFAOYSA-N,ZBYCCRLKUBUUKH-UHFFFAOYSA-N,FTIRONOGMYYBPK-UHFFFAOYSA-N,FTIRONOGMYYBPK-UHFFFAOYSA-N__ZBYCCRLKUBUUKH-UHFFFAOYSA-N,carbo-hetero,round2,O=CC(CC(=O)NNC(=S)Nc1cccc(F)c1)C(S)Nc1ccccc1,CSc1cc(-c2cccc(-c3[nH]c4ccc(F)cc4c3-c3ccsc3C#N)c2)ccc1C(C)C=O,CSc1cc(-c2cccc(-c3[nH]c4ccc(F)cc4c3-c3ccsc3C#N)c2)ccc1C(C)C(O)C(=O)C(CC(=O)NNC(=S)Nc1cccc(F)c1)C(S)Nc1ccccc1,-9.8591,-5.3324,4.566551075174508,-79.024501325596,-1962.801333101259,-79.25716010974,-9.8828,-8.0012,1.8816,6.9199,1.0656,-3.99275,2.92715,2.723136,2.414,0.216465,-0.324694,0.049453,-0.005035,0.022209,0.054488,1.909373,43.3914,53.1483,12.7487,3.0885,8.1987,659.7598,20.1331,75.098,-93.609374126166,-2198.39235662686,-93.914426560595,-10.2239,-7.8638,2.3601,6.9861,1.1225,-4.0543,2.9318,2.803286,5.774,0.208138,-0.397419,0.005473,-0.004192,0.00064,0.009665,1.791151,73.1376,60.4192,7.819,2.0106,14.5988,689.0015,22.6222,76.163,-173.232439128041,-9.9204,-7.7447,2.1757,6.3877,1.6131,-4.0004,2.3873,3.351736,4.739,0.233006,-0.372454,0.096247,-0.432083,0.315903,1.81367,0.971094,1.019771,0.021209,-0.002656,0.009277,0.023865,-0.002399,-0.001805,-0.002102,-0.000594,70.542,87.0277,77.3085,5.6457,5.1998,16.2019,1115.3014,23.8663,1.9877,118.0194,-9.6411,50.272,406.508,2.7165,82.26,5,5,7,2,0,0,2,9,0.166667,791.940908,10.486976,2,1,496.632,8.26548,56.65,1,4,6,5,2,0,5,6,0.103448,1609.037537,9.533851,1,1,903.14,10.52778,142.07,7,9,14,7,2,0,7,15,0.148936,2808.191918,19.786935,4,0,-2.0189999999999992,-2.7556555e-05,0.47850000000000015,3.36,4.9296999999999995,1.0778999999999996,6.4001,29.241699999999923,90.12400000000002,25.610000000000007
