id,donor_id,acceptor_id,pair_key,reaction_type,donor_smiles,acceptor_smiles,smiles,dG_xtb_kcal,dG_gxtb_kcal,dG_orca_kcal,donor_G_xtb,donor_G_gxtb,donor_xtb_energy,donor_xtb_HOMO,donor_xtb_LUMO,donor_xtb_gap,donor_xtb_IP,donor_xtb_EA,donor_xtb_mu,donor_xtb_eta,donor_xtb_omega,donor_xtb_dipole,donor_mulliken_CHO_C,donor_mulliken_CHO_O,donor_fukui_plus_CHO_C,donor_fukui_minus_CHO_C,donor_fukui_0_CHO_C,donor_dual_descriptor_CHO_C,donor_wbo_CO,donor_pa_CHO_O,donor_vbur_CHO_C,donor_sterimol_L,donor_sterimol_B1,donor_sterimol_B5,donor_SASA_total,donor_P_int,donor_bde_gxtb_kcal,acceptor_G_xtb,acceptor_G_gxtb,acceptor_xtb_energy,acceptor_xtb_HOMO,acceptor_xtb_LUMO,acceptor_xtb_gap,acceptor_xtb_IP,acceptor_xtb_EA,acceptor_xtb_mu,acceptor_xtb_eta,acceptor_xtb_omega,acceptor_xtb_dipole,acceptor_mulliken_CHO_C,acceptor_mulliken_CHO_O,acceptor_fukui_plus_CHO_C,acceptor_fukui_minus_CHO_C,acceptor_fukui_0_CHO_C,acceptor_dual_descriptor_CHO_C,acceptor_wbo_CO,acceptor_pa_CHO_O,acceptor_vbur_CHO_C,acceptor_sterimol_L,acceptor_sterimol_B1,acceptor_sterimol_B5,acceptor_SASA_total,acceptor_P_int,acceptor_bde_gxtb_kcal,xtb_energy,xtb_HOMO,xtb_LUMO,xtb_gap,xtb_IP,xtb_EA,xtb_mu,xtb_eta,xtb_omega,xtb_dipole,mulliken_ketC,mulliken_ketO,mulliken_carbC,mulliken_hydO,mulliken_hydH,wbo_CO_ket,wbo_CC_new,wbo_CO_carb,fukui_plus_ketC,fukui_minus_ketC,fukui_0_ketC,dual_ketC,fukui_plus_carbC,fukui_minus_carbC,fukui_0_carbC,dual_carbC,pa_ketO,vbur_ketC,vbur_carbC,sterimol_L,sterimol_B1,sterimol_B5,SASA_total,P_int,hb_dist,hb_angle,dih_core,bde_gxtb_kcal,donor_MW,donor_LogP,donor_TPSA,donor_HBD,donor_HBA,donor_RotBonds,donor_ArRings,donor_ArHetRings,donor_AlRings,donor_Rings,donor_Heteroatoms,donor_FractionCSP3,donor_BertzCT,donor_Kappa2,donor_NumStereocenters,donor_n_CHO,acceptor_MW,acceptor_LogP,acceptor_TPSA,acceptor_HBD,acceptor_HBA,acceptor_RotBonds,acceptor_ArRings,acceptor_ArHetRings,acceptor_AlRings,acceptor_Rings,acceptor_Heteroatoms,acceptor_FractionCSP3,acceptor_BertzCT,acceptor_Kappa2,acceptor_NumStereocenters,acceptor_n_CHO,product_MW,product_LogP,product_TPSA,product_HBD,product_HBA,product_RotBonds,product_ArRings,product_ArHetRings,product_AlRings,product_Rings,product_Heteroatoms,product_FractionCSP3,product_BertzCT,product_Kappa2,product_NumStereocenters,product_n_CHO,interaction_gap_HOMOd_LUMOa,interaction_fukui_match,interaction_absdiff_xtb_gap,interaction_absdiff_xtb_dipole,interaction_absdiff_sterimol_L,interaction_absdiff_sterimol_B1,interaction_absdiff_sterimol_B5,interaction_absdiff_SASA_total,interaction_absdiff_MW,interaction_absdiff_TPSA
BWLUTZNXLFONMY-UHFFFAOYSA-N__LHOHMKNRHLHACU-NXVVXOECSA-N,BWLUTZNXLFONMY-UHFFFAOYSA-N,LHOHMKNRHLHACU-NXVVXOECSA-N,BWLUTZNXLFONMY-UHFFFAOYSA-N__LHOHMKNRHLHACU-NXVVXOECSA-N,aliph-carbo,NCC(=O)NCCNC(=O)NCC=O,O=Cc1ccccc1/C=C\P(=O)(c1ccccc1)c1ccccc1,NCC(=O)NCCNC(=O)NCC(=O)C(O)c1ccccc1C=CP(=O)(c1ccccc1)c1ccccc1,-11.6861,-0.5116,3.57028271982394,-45.880091580402,-719.761728053198,-46.022961879209,-10.2293,-7.1977,3.0316,7.7059,-0.8051,-3.4504,4.2555,1.398809,5.729,0.20628,-0.317719,0.088838,0.006543,0.04769,0.082295,1.920213,70.7523,41.7338,6.1378,1.9748,10.4264,417.7664,16.6601,81.144,-64.038204466631,-1302.056486630266,-64.267088741719,-10.8391,-8.1905,2.6486,7.8361,0.9676,-4.40185,3.43425,2.821036,3.741,0.207435,-0.344918,0.034034,0.001665,0.01785,0.032369,1.845708,49.6283,52.2777,6.8319,1.749,10.1961,518.5112,21.7666,79.963,-110.349085157833,-9.8917,-7.6425,2.2492,7.1697,0.955,-4.06235,3.10735,2.655428,10.692,0.211902,-0.366354,0.09728,-0.441184,0.312631,1.829097,0.965222,1.000332,0.026241,0.005352,0.015797,0.020889,-0.005261,0.000935,-0.002163,-0.006196,69.6951,70.7988,72.6245,6.1027,2.1607,10.9182,750.0689,22.0937,2.0245,116.7074,-3.0693,52.101,202.214,-2.4406,113.32,4,4,6,0,0,0,0,7,0.571429,207.111588,7.990585,0,1,332.339,4.4839,34.14,0,2,5,3,0,0,3,3,0.0,855.891463,7.24779,0,1,534.553,1.648,150.62,5,6,12,3,0,0,3,10,0.178571,1271.588871,14.044877,1,0,-2.0388,0.000222684462,0.383,1.988,0.6940999999999997,0.2258,0.23029999999999973,100.74480000000005,130.125,79.17999999999999
LLMAYUAHSQIQEX-UHFFFAOYSA-N__FCLJGBRQTJISPR-UHFFFAOYSA-N,LLMAYUAHSQIQEX-UHFFFAOYSA-N,FCLJGBRQTJISPR-UHFFFAOYSA-N,FCLJGBRQTJISPR-UHFFFAOYSA-N__LLMAYUAHSQIQEX-UHFFFAOYSA-N,carbo-hetero,Cc1cc(C(=O)NCc2ccc(C#N)cc2OCCNCC=O)ccc1F,O=Cc1ccccc1Oc1cc[n+]([O-])cc1,Cc1cc(C(=O)NCc2ccc(C#N)cc2OCCNCC(=O)C(O)c2ccccc2Oc2cc[n+]([O-])cc2)ccc1F,-12.8702,7.4997,6.2635412865711,-78.413829139218,-1263.701180702343,-78.674969705956,-10.6585,-7.8758,2.7827,7.7845,0.9334,-4.35895,3.42555,2.773342,5.747,0.202863,-0.31802,0.041122,0.001727,0.021424,0.039395,1.926052,57.7329,47.3275,9.5612,2.053,9.8384,596.7986,20.0415,76.149,-45.212240874199,-742.9502286008479,-45.322879453614,-10.549,-8.281,2.268,8.0452,1.0221,-4.53365,3.51155,2.926625,3.917,0.208466,-0.334431,0.037415,0.005625,0.02152,0.03179,1.862857,49.6155,45.7167,6.824,1.7589,8.9205,406.8391,18.4901,84.196,-124.05415884514,-10.2054,-7.8898,2.3156,7.1184,1.0965,-4.10745,3.01095,2.801632,14.433,0.22768,-0.354975,0.098925,-0.43518,0.303212,1.86906,0.929818,0.997067,0.040626,0.005935,0.023281,0.034691,-0.002029,0.002386,0.000179,-0.004415,48.7896,74.5015,69.3306,4.9979,2.7555,14.1143,820.4901,21.9268,4.233,28.1174,-135.9019,39.758,369.396,2.1031,91.22,2,5,9,2,0,0,2,7,0.25,862.035821,10.041585,0,1,215.208,1.9248,53.24,0,3,3,2,1,0,2,4,0.0,493.871989,4.439868,0,1,584.604,3.6326,147.62,3,8,13,4,1,0,4,11,0.1875,1638.170257,14.542126,1,0,-2.3774999999999995,6.461570499999999e-05,0.5147000000000004,1.83,2.7371999999999996,0.29410000000000003,0.9178999999999995,189.9595,154.18800000000002,37.98
MZFAHCIDFIIYTA-UHFFFAOYSA-N__QLPIZKKHQJMPRJ-VIFPVBQESA-N,MZFAHCIDFIIYTA-UHFFFAOYSA-N,QLPIZKKHQJMPRJ-VIFPVBQESA-N,MZFAHCIDFIIYTA-UHFFFAOYSA-N__QLPIZKKHQJMPRJ-VIFPVBQESA-N,carbo-hetero,COc1cc(C=O)c(C(C)=O)cc1C(F)(F)F,CCC[C@@H](C=O)n1cccc1,CCCC(C(O)C(=O)c1cc(OC)c(C(F)(F)F)cc1C(C)=O)n1cccc1,-14.5392,-0.1464,0.747857815006144,-54.410221561546,-949.755310096563,-54.51757316527,-10.8767,-8.4932,2.3835,8.8125,0.9885,-4.9005,3.912,3.069389,2.577,0.229792,-0.34017,-0.007958,0.000945,-0.003507,-0.008903,1.857192,73.1515,51.322,8.173,2.3918,5.6113,412.9067,17.6852,50.921,-32.722539703598,-480.561673224623,-32.869078336484,-10.114,-7.6881,2.4259,8.2652,-1.0832,-3.591,4.6742,1.37941,1.634,0.207668,-0.308607,0.114151,0.00127,0.05771,0.112881,1.938084,47.2706,49.9016,6.6669,2.1278,5.6243,353.06,16.6057,93.598,-87.444728867251,-10.3039,-8.4323,1.8716,7.9854,1.0455,-4.51545,3.46995,2.93798,1.736,0.234501,-0.355358,0.091565,-0.440381,0.323564,1.817765,0.935819,1.018081,0.007426,2.8e-05,0.003727,0.007398,-0.001087,0.001581,0.000247,-0.002668,84.4541,73.8749,75.1631,7.925,2.4737,7.4222,563.6567,19.7081,1.9649,118.37,-8.7668,35.518,246.184,2.7291,43.37,0,3,3,1,0,0,1,6,0.272727,463.76484,4.565685,0,1,151.209,2.0282,22.0,0,1,4,1,1,0,1,2,0.444444,203.347126,3.961152,1,1,397.393,4.3031,68.53,1,4,8,2,1,0,2,8,0.4,843.87596,8.600036,2,0,-3.188599999999999,0.000107872695,0.04239999999999977,0.9430000000000001,1.5061,0.2639999999999998,0.0129999999999999,59.8467,94.975,21.369999999999997
MMWCYEXBJCHBAO-UHFFFAOYSA-N__IIECWERMUFMHTP-KNKQGSTJSA-N,MMWCYEXBJCHBAO-UHFFFAOYSA-N,IIECWERMUFMHTP-KNKQGSTJSA-N,IIECWERMUFMHTP-KNKQGSTJSA-N__MMWCYEXBJCHBAO-UHFFFAOYSA-N,carbo-carbo,O=Cc1cc(F)ccc1OCCCCCO,Cc1ccc(S(=O)(=O)[C@@H]2[C@@H](c3ccc(F)cc3)[C@]2(C=O)NC(=O)OC(C)(C)C)cc1,Cc1ccc(S(=O)(=O)C2C(c3ccc(F)cc3)C2(NC(=O)OC(C)(C)C)C(O)C(=O)c2cc(F)ccc2OCCCCCO)cc1,-7.2967,4.536,19.074843605915863,-50.07961330592,-791.634109015521,-50.250925212072,-10.8796,-8.1037,2.7759,8.2079,0.3721,-4.29,3.9179,2.34872,5.483,0.207809,-0.335554,0.053085,0.004522,0.028803,0.048563,1.8576,49.6257,45.5588,6.8267,1.7773,10.4481,457.5576,17.0058,83.9,-90.26570854916,-1781.411186073922,-90.574164602121,-10.898,-7.7215,3.1765,7.9988,0.7224,-4.3606,3.6382,2.61322,5.953,0.209356,-0.323639,0.042973,0.001369,0.022171,0.041604,1.887241,79.0775,58.7181,8.6633,3.7033,8.1668,666.7081,20.369,91.527,-140.892542410312,-10.5776,-7.8466,2.731,7.3702,0.9164,-4.1433,3.2269,2.659973,8.879,0.226173,-0.361441,0.094542,-0.451661,0.338124,1.830834,0.929259,1.030995,0.044991,0.007918,0.026455,0.037073,-0.002467,0.003461,0.000497,-0.005928,61.738,76.5305,79.5576,9.2577,3.5877,8.9611,812.1683,23.0241,3.9409,61.0712,-162.5996,58.815,226.247,2.1796,46.53,1,3,7,1,0,0,1,4,0.416667,339.0358,6.953818,0,1,433.501,3.53622,89.54,1,5,5,2,0,1,3,8,0.363636,1058.201895,7.501947,3,1,659.748,5.26162,139.23,3,8,13,3,0,1,4,12,0.411765,1655.825524,13.860022,4,0,-3.1581,0.00019432390599999997,0.40059999999999985,0.47000000000000064,1.8365999999999998,1.926,2.2813,209.15049999999997,207.25399999999996,43.010000000000005
QLPIZKKHQJMPRJ-VIFPVBQESA-N__MZFAHCIDFIIYTA-UHFFFAOYSA-N,QLPIZKKHQJMPRJ-VIFPVBQESA-N,MZFAHCIDFIIYTA-UHFFFAOYSA-N,MZFAHCIDFIIYTA-UHFFFAOYSA-N__QLPIZKKHQJMPRJ-VIFPVBQESA-N,carbo-hetero,CCC[C@@H](C=O)n1cccc1,COc1cc(C=O)c(C(C)=O)cc1C(F)(F)F,CCCC(C(=O)C(O)c1cc(OC)c(C(F)(F)F)cc1C(C)=O)n1cccc1,-14.9344,-3.2535,1.3221779695183298,-32.722539703598,-480.561673224623,-32.869078336484,-10.114,-7.6881,2.4259,8.2652,-1.0832,-3.591,4.6742,1.37941,1.634,0.207668,-0.308607,0.114151,0.00127,0.05771,0.112881,1.938084,47.2706,49.9016,6.6669,2.1278,5.6243,353.06,16.6057,93.598,-54.410221561546,-949.755310096563,-54.51757316527,-10.8767,-8.4932,2.3835,8.8125,0.9885,-4.9005,3.912,3.069389,2.577,0.229792,-0.34017,-0.007958,0.000945,-0.003507,-0.008903,1.857192,73.1515,51.322,8.173,2.3918,5.6113,412.9067,17.6852,50.921,-87.446706533548,-10.2707,-8.1514,2.1193,7.9251,0.9354,-4.43025,3.49485,2.808005,2.221,0.219095,-0.340461,0.092124,-0.437404,0.317711,1.860061,0.949353,1.008672,0.04153,0.001462,0.021496,0.040068,-0.001532,0.001172,-0.00018,-0.002704,52.1918,74.9086,71.5902,6.4828,2.0317,7.7617,565.8467,19.7398,2.0361,116.1072,7.6141,57.535,151.209,2.0282,22.0,0,1,4,1,1,0,1,2,0.444444,203.347126,3.961152,1,1,246.184,2.7291,43.37,0,3,3,1,0,0,1,6,0.272727,463.76484,4.565685,0,1,397.393,4.362,68.53,1,4,8,2,1,0,2,8,0.4,843.87596,8.600036,2,0,-1.620800000000001,-1.010666e-05,0.04239999999999977,0.9430000000000001,1.5061,0.2639999999999998,0.0129999999999999,59.8467,94.975,21.369999999999997
IIECWERMUFMHTP-KNKQGSTJSA-N__MMWCYEXBJCHBAO-UHFFFAOYSA-N,IIECWERMUFMHTP-KNKQGSTJSA-N,MMWCYEXBJCHBAO-UHFFFAOYSA-N,IIECWERMUFMHTP-KNKQGSTJSA-N__MMWCYEXBJCHBAO-UHFFFAOYSA-N,carbo-carbo,Cc1ccc(S(=O)(=O)[C@@H]2[C@@H](c3ccc(F)cc3)[C@]2(C=O)NC(=O)OC(C)(C)C)cc1,O=Cc1cc(F)ccc1OCCCCCO,Cc1ccc(S(=O)(=O)C2C(c3ccc(F)cc3)C2(NC(=O)OC(C)(C)C)C(=O)C(O)c2cc(F)ccc2OCCCCCO)cc1,-12.8578,0.2288,7.771243414226888,-90.26570854916,-1781.411186073922,-90.574164602121,-10.898,-7.7215,3.1765,7.9988,0.7224,-4.3606,3.6382,2.61322,5.953,0.209356,-0.323639,0.042973,0.001369,0.022171,0.041604,1.887241,79.0775,58.7181,8.6633,3.7033,8.1668,666.7081,20.369,91.527,-50.07961330592,-791.634109015521,-50.250925212072,-10.8796,-8.1037,2.7759,8.2079,0.3721,-4.29,3.9179,2.34872,5.483,0.207809,-0.335554,0.053085,0.004522,0.028803,0.048563,1.8576,49.6257,45.5588,6.8267,1.7773,10.4481,457.5576,17.0058,83.9,-140.890648040462,-10.5227,-7.599,2.9237,7.4526,0.8705,-4.16155,3.29105,2.631151,9.691,0.221294,-0.365755,0.102521,-0.431718,0.319608,1.80136,0.967146,1.007107,0.041028,0.00059,0.020809,0.040438,-0.000607,-0.000741,-0.000674,0.000134,61.5047,84.5235,74.0298,6.849,3.2352,9.1659,838.3876,22.5128,2.0292,117.4029,-5.8354,48.574,433.501,3.53622,89.54,1,5,5,2,0,1,3,8,0.363636,1058.201895,7.501947,3,1,226.247,2.1796,46.53,1,3,7,1,0,0,1,4,0.416667,339.0358,6.953818,0,1,659.748,5.32052,139.23,3,8,13,3,0,1,4,12,0.411765,1655.825524,13.860022,4,0,-2.7943,7.2673365e-05,0.40059999999999985,0.47000000000000064,1.8365999999999998,1.926,2.2813,209.15049999999997,207.25399999999996,43.010000000000005
PBLSHPPHTLXUMW-UHFFFAOYSA-N__MKNXEFLFSSONOR-UHFFFAOYSA-N,PBLSHPPHTLXUMW-UHFFFAOYSA-N,MKNXEFLFSSONOR-UHFFFAOYSA-N,MKNXEFLFSSONOR-UHFFFAOYSA-N__PBLSHPPHTLXUMW-UHFFFAOYSA-N,aliph-carbo,C=COc1ccc(C=O)cc1,CC(C)C(C=O)C(C)(C)F,C=COc1ccc(C(=O)C(O)C(C(C)C)C(C)(C)F)cc1,-7.8238,6.3704,5.054940798661991,-31.333376036929,-498.093458956361,-31.420918330893,-10.7702,-7.9285,2.8417,8.3527,0.3747,-4.3637,3.989,2.386798,3.717,0.204966,-0.344282,0.048923,0.007893,0.028408,0.04103,1.849055,53.3376,43.5299,9.7886,1.7037,3.2609,336.5305,16.9733,93.544,-33.410781782743,-488.76437111678,-33.573184584382,-10.8564,-7.2671,3.5893,8.8306,-1.7638,-3.5334,5.2972,1.178445,3.281,0.220204,-0.329628,0.163262,0.010335,0.086799,0.152927,1.921988,37.0499,61.415,5.6405,2.407,4.5849,327.0488,15.6907,93.032,-65.038318732974,-10.7064,-7.8881,2.8183,7.83,0.5042,-4.1671,3.6629,2.370352,3.696,0.207695,-0.385065,0.093593,-0.448529,0.314816,1.770226,0.964452,1.013324,0.068607,0.005928,0.037268,0.062679,-0.003618,0.003931,0.000156,-0.007549,55.2288,69.3627,77.0674,6.7705,1.869,9.1094,516.1003,18.5525,1.9621,118.7684,12.1902,75.911,148.161,2.0214,26.3,0,2,3,1,0,0,1,2,0.0,248.770173,3.562154,0,1,146.205,2.2056,17.07,0,1,3,0,0,0,0,2,0.875,112.916224,3.128849,1,1,294.366,3.7728,46.53,1,3,7,1,0,0,1,4,0.470588,485.751839,6.852274,2,0,-3.5031000000000008,0.001288626966,0.7476000000000003,0.43599999999999994,4.1481,0.7033,1.3240000000000003,9.48169999999999,1.9559999999999889,9.23
MKNXEFLFSSONOR-UHFFFAOYSA-N__PBLSHPPHTLXUMW-UHFFFAOYSA-N,MKNXEFLFSSONOR-UHFFFAOYSA-N,PBLSHPPHTLXUMW-UHFFFAOYSA-N,MKNXEFLFSSONOR-UHFFFAOYSA-N__PBLSHPPHTLXUMW-UHFFFAOYSA-N,aliph-carbo,CC(C)C(C=O)C(C)(C)F,C=COc1ccc(C=O)cc1,C=COc1ccc(C(O)C(=O)C(C(C)C)C(C)(C)F)cc1,-10.1234,3.4818,2.245994053124351,-33.410781782743,-488.76437111678,-33.573184584382,-10.8564,-7.2671,3.5893,8.8306,-1.7638,-3.5334,5.2972,1.178445,3.281,0.220204,-0.329628,0.163262,0.010335,0.086799,0.152927,1.921988,37.0499,61.415,5.6405,2.407,4.5849,327.0488,15.6907,93.032,-31.333376036929,-498.093458956361,-31.420918330893,-10.7702,-7.9285,2.8417,8.3527,0.3747,-4.3637,3.989,2.386798,3.717,0.204966,-0.344282,0.048923,0.007893,0.028408,0.04103,1.849055,53.3376,43.5299,9.7886,1.7037,3.2609,336.5305,16.9733,93.544,-65.039798454142,-10.3144,-7.2954,3.019,7.6458,-0.2022,-3.7218,3.924,1.76501,4.119,0.232526,-0.360868,0.093297,-0.440339,0.313063,1.842688,0.953328,1.010092,0.077419,0.012547,0.044983,0.064872,-0.004388,0.005959,0.000785,-0.010347,47.1832,81.0462,71.2134,6.4233,2.5613,8.9669,509.4696,18.6566,2.0088,117.7404,0.2296,61.809,146.205,2.2056,17.07,0,1,3,0,0,0,0,2,0.875,112.916224,3.128849,1,1,148.161,2.0214,26.3,0,2,3,1,0,0,1,2,0.0,248.770173,3.562154,0,1,294.366,3.8317,46.53,1,3,7,1,0,0,1,4,0.470588,485.751839,6.852274,2,0,-2.927900000000001,0.0005056192050000001,0.7476000000000003,0.43599999999999994,4.1481,0.7033,1.3240000000000003,9.48169999999999,1.9559999999999889,9.23
PPLUAGUWAQFFFU-JQWIXIFHSA-N__QEZJJQNRMDUPAD-UHFFFAOYSA-N,PPLUAGUWAQFFFU-JQWIXIFHSA-N,QEZJJQNRMDUPAD-UHFFFAOYSA-N,PPLUAGUWAQFFFU-JQWIXIFHSA-N__QEZJJQNRMDUPAD-UHFFFAOYSA-N,carbo-carbo,C[C@@H](C=O)NC(=O)CNC(=O)[C@@H](N)Cc1ccccc1,CN(c1ccc(NC(=O)c2cc(F)c(O)c(C=O)c2)cc1)C12CC3CC(CC(C3)C1)C2,CC(NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)C(O)c1cc(C(=O)Nc2ccc(N(C)C34CC5CC(CC(C5)C3)C4)cc2)cc(F)c1O,-10.6953,-2.7154,8.569458591365095,-60.401025167556,-934.662855635804,-60.627938142159,-10.6555,-7.4437,3.2118,7.7462,-0.0464,-3.8499,3.8963,1.902026,5.041,0.209027,-0.308644,0.057792,0.002872,0.030332,0.05492,1.935627,65.2564,48.8026,5.2426,2.0347,11.2138,518.2478,18.4423,80.38,-89.777777440224,-1403.619391434274,-90.152386691853,-9.3658,-8.6237,0.7421,6.8528,1.1543,-4.00355,2.84925,2.812742,4.308,0.206372,-0.359919,0.044494,0.000697,0.022596,0.043797,1.798558,53.6355,45.5623,15.6625,2.1885,10.3077,653.7482,19.8765,83.113,-150.842654889395,-9.1833,-7.8355,1.3478,6.4534,0.6657,-3.55955,2.89385,2.189194,6.234,0.217825,-0.354924,0.093935,-0.42972,0.314204,1.842688,0.964563,1.008781,0.051555,0.000718,0.026137,0.050837,-0.002736,-0.001582,-0.002159,-0.001154,54.8223,80.3922,70.6165,6.1528,2.9406,13.8826,844.0975,23.1588,2.0749,115.512,-6.251,48.488,277.324,-0.6238,101.29,3,4,7,1,0,0,1,6,0.357143,461.99175,8.059838,2,1,422.5,5.0011,69.64,2,4,5,2,0,4,6,6,0.44,998.523566,7.360282,0,1,699.824,3.982,174.09,6,8,13,3,0,4,7,12,0.435897,1749.193562,14.81045,3,0,-2.0318000000000005,0.000127786768,2.4697000000000005,0.7330000000000005,10.419899999999998,0.15379999999999994,0.9061000000000003,135.5004,145.176,31.650000000000006
LUZYQRGHSIKATL-UHFFFAOYSA-N__UVPGDYDKQKVMOL-UHFFFAOYSA-N,LUZYQRGHSIKATL-UHFFFAOYSA-N,UVPGDYDKQKVMOL-UHFFFAOYSA-N,LUZYQRGHSIKATL-UHFFFAOYSA-N__UVPGDYDKQKVMOL-UHFFFAOYSA-N,carbo-hetero,O=Cc1ccc(F)c(-c2cccc3cnccc23)c1,O=CC(CBr)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,O=C(c1ccc(F)c(-c2cccc3cnccc23)c1)C(O)C(CBr)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,-13.2911,0.3471,-0.4753516512234975,-50.90771677445,-845.420668907517,-51.050746351455,-10.2028,-8.3384,1.8644,7.9383,1.2233,-4.5808,3.3575,3.124904,2.733,0.20716,-0.326715,0.032269,0.00415,0.018209,0.028119,1.874716,46.1305,43.7453,8.0447,2.1248,7.9823,440.5007,19.6481,89.304,-63.582155137428,-3671.754071234105,-63.668621257065,-11.7034,-8.5573,3.1461,9.6169,1.1862,-5.40155,4.21535,3.460773,3.581,0.210545,-0.293606,0.045302,0.007786,0.026544,0.037516,1.95116,15.1788,50.4805,7.6551,2.053,7.5745,454.4658,18.4547,89.681,-114.774375876027,-10.4185,-8.8523,1.5662,8.013,1.9394,-4.9762,3.0368,4.077082,4.735,0.209885,-0.357384,0.095389,-0.439171,0.326107,1.809043,0.951009,1.026225,0.035727,0.003709,0.019718,0.032018,-0.005869,-8e-05,-0.002975,-0.005789,36.1244,72.5966,72.554,6.4824,2.5243,9.6492,720.367,21.6428,1.9866,117.5775,-3.8814,68.874,251.26,3.8534,29.96,0,2,2,3,1,0,3,3,0.0,762.29372,4.611188,0,1,349.068,4.4016,17.07,0,1,3,1,0,0,1,8,0.363636,432.983707,5.519852,1,1,600.328,7.8008,50.19,1,3,6,4,1,0,4,11,0.185185,1463.774485,10.452078,2,0,-1.6455000000000002,0.0001880033,1.2817,0.8479999999999999,0.3896000000000006,0.07180000000000009,0.40780000000000083,13.965100000000007,97.80799999999999,12.89
QEZJJQNRMDUPAD-UHFFFAOYSA-N__PPLUAGUWAQFFFU-JQWIXIFHSA-N,QEZJJQNRMDUPAD-UHFFFAOYSA-N,PPLUAGUWAQFFFU-JQWIXIFHSA-N,PPLUAGUWAQFFFU-JQWIXIFHSA-N__QEZJJQNRMDUPAD-UHFFFAOYSA-N,carbo-carbo,CN(c1ccc(NC(=O)c2cc(F)c(O)c(C=O)c2)cc1)C12CC3CC(CC(C3)C1)C2,C[C@@H](C=O)NC(=O)CNC(=O)[C@@H](N)Cc1ccccc1,CC(NC(=O)CNC(=O)C(N)Cc1ccccc1)C(O)C(=O)c1cc(C(=O)Nc2ccc(N(C)C34CC5CC(CC(C5)C3)C4)cc2)cc(F)c1O,-13.7176,-2.4736,3.332619853829408,-89.777777440224,-1403.619391434274,-90.152386691853,-9.3658,-8.6237,0.7421,6.8528,1.1543,-4.00355,2.84925,2.812742,4.308,0.206372,-0.359919,0.044494,0.000697,0.022596,0.043797,1.798558,53.6355,45.5623,15.6625,2.1885,10.3077,653.7482,19.8765,83.113,-60.401025167556,-934.662855635804,-60.627938142159,-10.6555,-7.4437,3.2118,7.7462,-0.0464,-3.8499,3.8963,1.902026,5.041,0.209027,-0.308644,0.057792,0.002872,0.030332,0.05492,1.935627,65.2564,48.8026,5.2426,2.0347,11.2138,518.2478,18.4423,80.38,-150.847978525622,-9.3106,-8.284,1.0266,6.6163,1.0652,-3.84075,2.77555,2.657376,10.527,0.211555,-0.409202,0.079519,-0.438197,0.316303,1.701838,0.976623,1.01933,0.057916,0.00163,0.029773,0.056286,-0.00391,0.000704,-0.001603,-0.004614,59.35,70.0947,74.4648,8.2294,2.6438,15.683,918.2178,22.0262,2.0494,115.3134,-16.9854,64.352,422.5,5.0011,69.64,2,4,5,2,0,4,6,6,0.44,998.523566,7.360282,0,1,277.324,-0.6238,101.29,3,4,7,1,0,0,1,6,0.357143,461.99175,8.059838,2,1,699.824,3.9231,174.09,6,8,13,3,0,4,7,12,0.435897,1749.193562,14.81045,3,0,-1.9221000000000004,4.0281024e-05,2.4697000000000005,0.7330000000000005,10.419899999999998,0.15379999999999994,0.9061000000000003,135.5004,145.176,31.650000000000006
