id,donor_id,acceptor_id,pair_key,reaction_type,donor_smiles,acceptor_smiles,smiles,dG_xtb_kcal,dG_gxtb_kcal,dG_orca_kcal,donor_G_xtb,donor_G_gxtb,donor_xtb_energy,donor_xtb_HOMO,donor_xtb_LUMO,donor_xtb_gap,donor_xtb_IP,donor_xtb_EA,donor_xtb_mu,donor_xtb_eta,donor_xtb_omega,donor_xtb_dipole,donor_mulliken_CHO_C,donor_mulliken_CHO_O,donor_fukui_plus_CHO_C,donor_fukui_minus_CHO_C,donor_fukui_0_CHO_C,donor_dual_descriptor_CHO_C,donor_wbo_CO,donor_pa_CHO_O,donor_vbur_CHO_C,donor_sterimol_L,donor_sterimol_B1,donor_sterimol_B5,donor_SASA_total,donor_P_int,donor_bde_gxtb_kcal,acceptor_G_xtb,acceptor_G_gxtb,acceptor_xtb_energy,acceptor_xtb_HOMO,acceptor_xtb_LUMO,acceptor_xtb_gap,acceptor_xtb_IP,acceptor_xtb_EA,acceptor_xtb_mu,acceptor_xtb_eta,acceptor_xtb_omega,acceptor_xtb_dipole,acceptor_mulliken_CHO_C,acceptor_mulliken_CHO_O,acceptor_fukui_plus_CHO_C,acceptor_fukui_minus_CHO_C,acceptor_fukui_0_CHO_C,acceptor_dual_descriptor_CHO_C,acceptor_wbo_CO,acceptor_pa_CHO_O,acceptor_vbur_CHO_C,acceptor_sterimol_L,acceptor_sterimol_B1,acceptor_sterimol_B5,acceptor_SASA_total,acceptor_P_int,acceptor_bde_gxtb_kcal,xtb_energy,xtb_HOMO,xtb_LUMO,xtb_gap,xtb_IP,xtb_EA,xtb_mu,xtb_eta,xtb_omega,xtb_dipole,mulliken_ketC,mulliken_ketO,mulliken_carbC,mulliken_hydO,mulliken_hydH,wbo_CO_ket,wbo_CC_new,wbo_CO_carb,fukui_plus_ketC,fukui_minus_ketC,fukui_0_ketC,dual_ketC,fukui_plus_carbC,fukui_minus_carbC,fukui_0_carbC,dual_carbC,pa_ketO,vbur_ketC,vbur_carbC,sterimol_L,sterimol_B1,sterimol_B5,SASA_total,P_int,hb_dist,hb_angle,dih_core,bde_gxtb_kcal,donor_MW,donor_LogP,donor_TPSA,donor_HBD,donor_HBA,donor_RotBonds,donor_ArRings,donor_ArHetRings,donor_AlRings,donor_Rings,donor_Heteroatoms,donor_FractionCSP3,donor_BertzCT,donor_Kappa2,donor_NumStereocenters,donor_n_CHO,acceptor_MW,acceptor_LogP,acceptor_TPSA,acceptor_HBD,acceptor_HBA,acceptor_RotBonds,acceptor_ArRings,acceptor_ArHetRings,acceptor_AlRings,acceptor_Rings,acceptor_Heteroatoms,acceptor_FractionCSP3,acceptor_BertzCT,acceptor_Kappa2,acceptor_NumStereocenters,acceptor_n_CHO,product_MW,product_LogP,product_TPSA,product_HBD,product_HBA,product_RotBonds,product_ArRings,product_ArHetRings,product_AlRings,product_Rings,product_Heteroatoms,product_FractionCSP3,product_BertzCT,product_Kappa2,product_NumStereocenters,product_n_CHO,interaction_gap_HOMOd_LUMOa,interaction_fukui_match,interaction_absdiff_xtb_gap,interaction_absdiff_xtb_dipole,interaction_absdiff_sterimol_L,interaction_absdiff_sterimol_B1,interaction_absdiff_sterimol_B5,interaction_absdiff_SASA_total,interaction_absdiff_MW,interaction_absdiff_TPSA
MTJRKNFDEWJONQ-UHFFFAOYSA-N__RFEBXOACIADDAU-BLHCBFLLSA-N,MTJRKNFDEWJONQ-UHFFFAOYSA-N,RFEBXOACIADDAU-BLHCBFLLSA-N,MTJRKNFDEWJONQ-UHFFFAOYSA-N__RFEBXOACIADDAU-BLHCBFLLSA-N,carbo-hetero,CC(C)(O)c1cc2nc(C3CCC(C=O)CC3)sc2cc1NC(=O)c1ccccc1C(C)(F)F,CCCCC/C=C/C=C/c1ccc(O)c(O)c1C=O,CCCCCC=CC=Cc1ccc(O)c(O)c1C(O)C(=O)C1CCC(c2nc3cc(C(C)(C)O)c(NC(=O)c4ccccc4C(C)(F)F)cc3s2)CC1,-3.8848,10.8137,9.152670811296248,-100.404028955316,-1940.386874767956,-100.780678836805,-10.4083,-7.2886,3.1197,7.3781,0.771,-4.07455,3.30355,2.512745,4.767,0.21536,-0.329219,0.030164,0.002776,0.01647,0.027388,1.918824,43.1902,52.5514,17.1795,2.3362,8.9554,717.2391,20.588,73.732,-56.384109455926,-847.1198327788111,-56.619870833459,-10.0749,-8.115,1.9599,7.3084,0.9111,-4.10975,3.19865,2.640183,3.451,0.202184,-0.391819,0.040299,-0.000416,0.019942,0.040715,1.747161,53.2793,49.2336,6.8986,2.0267,11.5253,534.4785,17.9931,81.762,-157.435596470632,-9.9285,-7.1412,2.7873,6.5326,0.9914,-3.762,2.7706,2.554076,1.933,0.220573,-0.367915,0.096491,-0.448226,0.316975,1.850357,0.934068,1.008066,0.016755,0.006547,0.011651,0.010208,-0.001045,0.002454,0.000705,-0.003499,59.2055,74.477,71.9286,12.4034,4.2786,17.0191,1120.1783,20.6484,3.9608,59.4287,-161.5691,24.568,486.584,6.3604,79.29,2,5,6,3,1,1,4,8,0.423077,1218.989272,9.150537,0,1,260.333,4.06,57.53,2,3,7,1,0,0,1,3,0.3125,473.127544,8.138637,0,1,746.917,10.0251,139.98,5,8,14,4,1,1,5,11,0.404762,2000.973206,16.699271,1,0,-2.2933000000000003,0.000111870024,1.1598,1.3160000000000003,10.2809,0.3094999999999999,2.5699000000000005,182.76059999999995,226.25099999999998,21.760000000000005
WERHYQURLQPXDR-UHFFFAOYSA-N__CNIFTZOEUZNFJX-UHFFFAOYSA-N,WERHYQURLQPXDR-UHFFFAOYSA-N,CNIFTZOEUZNFJX-UHFFFAOYSA-N,CNIFTZOEUZNFJX-UHFFFAOYSA-N__WERHYQURLQPXDR-UHFFFAOYSA-N,aliph-hetero,O=Cc1ccc(OCCCCCn2cnc3ccccc32)cc1,C=CC(=O)NCCCCC=O,C=CC(=O)NCCCCC(O)C(=O)c1ccc(OCCCCCn2cnc3ccccc32)cc1,-10.0173,3.7353,0.5789659805654117,-64.609062748589,-995.733678177636,-64.870157300989,-10.2814,-7.7608,2.5206,7.43,0.612,-4.021,3.409,2.371435,6.833,0.204605,-0.349004,0.039759,0.00423,0.021995,0.035529,1.842729,58.1441,43.566,15.4462,1.9374,8.3449,578.5414,18.7762,83.95,-34.638117823343,-517.717642267614,-34.773276483766,-10.7287,-7.156,3.5727,8.3925,-0.3411,-4.0257,4.3668,1.855622,5.014,0.214667,-0.335642,0.055505,0.007796,0.03165,0.047709,1.907343,56.9165,43.315,6.9354,2.0214,7.3856,355.7386,16.5226,89.242,-99.68744642667,-10.252,-7.7899,2.4621,7.1007,0.9459,-4.0233,3.0774,2.629971,5.621,0.208263,-0.381383,0.093693,-0.44703,0.314067,1.777347,0.960371,1.012794,0.041243,0.006371,0.023807,0.034872,-0.002858,0.004125,0.000634,-0.006983,65.2442,65.0595,66.1631,6.983,2.4303,11.8953,823.9199,19.3126,2.0093,116.9056,14.2325,59.786,308.381,4.0981,44.12,0,3,8,3,1,0,3,4,0.263158,762.395478,7.584749,0,1,155.197,0.6578,46.17,1,2,6,0,0,0,0,3,0.5,143.027484,6.992613,0,1,463.578,4.3017,93.45,2,5,15,3,1,0,3,7,0.37037,1074.928542,13.303643,1,0,-3.1254,0.00023478615,1.0521000000000003,1.819,8.5108,0.08399999999999985,0.9593000000000007,222.80279999999993,153.18399999999997,2.0500000000000043
CNIFTZOEUZNFJX-UHFFFAOYSA-N__WERHYQURLQPXDR-UHFFFAOYSA-N,CNIFTZOEUZNFJX-UHFFFAOYSA-N,WERHYQURLQPXDR-UHFFFAOYSA-N,CNIFTZOEUZNFJX-UHFFFAOYSA-N__WERHYQURLQPXDR-UHFFFAOYSA-N,aliph-hetero,C=CC(=O)NCCCCC=O,O=Cc1ccc(OCCCCCn2cnc3ccccc32)cc1,C=CC(=O)NCCCCC(=O)C(O)c1ccc(OCCCCCn2cnc3ccccc32)cc1,-8.8216,7.0574,7.836301575052394,-34.638117823343,-517.717642267614,-34.773276483766,-10.7287,-7.156,3.5727,8.3925,-0.3411,-4.0257,4.3668,1.855622,5.014,0.214667,-0.335642,0.055505,0.007796,0.03165,0.047709,1.907343,56.9165,43.315,6.9354,2.0214,7.3856,355.7386,16.5226,89.242,-64.609062748589,-995.733678177636,-64.870157300989,-10.2814,-7.7608,2.5206,7.43,0.612,-4.021,3.409,2.371435,6.833,0.204605,-0.349004,0.039759,0.00423,0.021995,0.035529,1.842729,58.1441,43.566,15.4462,1.9374,8.3449,578.5414,18.7762,83.95,-99.688364979478,-10.1515,-7.3739,2.7776,6.9411,0.5657,-3.7534,3.1877,2.209746,5.385,0.236674,-0.377096,0.095056,-0.438654,0.296113,1.817415,0.944913,0.994508,0.047767,0.004223,0.025995,0.043544,-0.001847,0.001534,-0.000156,-0.003381,64.6936,74.3565,67.6109,10.4003,3.696,13.6467,799.8708,19.4555,4.2562,33.481,153.1669,41.655,155.197,0.6578,46.17,1,2,6,0,0,0,0,3,0.5,143.027484,6.992613,0,1,308.381,4.0981,44.12,0,3,8,3,1,0,3,4,0.263158,762.395478,7.584749,0,1,463.578,4.3606,93.45,2,5,15,3,1,0,3,7,0.37037,1074.928542,13.303643,1,0,-2.9679,0.00030996116400000003,1.0521000000000003,1.819,8.5108,0.08399999999999985,0.9593000000000007,222.80279999999993,153.18399999999997,2.0500000000000043
SUDMLTFATYCMJC-UHFFFAOYSA-N__OCWBTOKATJFGFP-UHFFFAOYSA-N,SUDMLTFATYCMJC-UHFFFAOYSA-N,OCWBTOKATJFGFP-UHFFFAOYSA-N,OCWBTOKATJFGFP-UHFFFAOYSA-N__SUDMLTFATYCMJC-UHFFFAOYSA-N,hetero-hetero,O=Cc1ccc(F)cc1-c1cscc1Br,Cn1c(COc2cc(C(F)(F)F)ccn2)nnc1C1CCC(C=O)CC1,Cn1c(COc2cc(C(F)(F)F)ccn2)nnc1C1CCC(C(O)C(=O)c2ccc(F)cc2-c2cscc2Br)CC1,-10.6494,1.1554,-4.482307818149754,-42.634119415338,-3569.995836582627,-42.704142149579,-10.851,-8.4198,2.4312,8.2853,1.0008,-4.64305,3.64225,2.959423,2.383,0.215084,-0.332873,0.038931,-0.001027,0.018952,0.039958,1.867424,43.62,53.4651,7.4333,2.107,6.7066,391.7807,20.2228,87.729,-79.897946229421,-1328.048563765175,-80.151733269262,-10.3681,-7.9693,2.3988,7.7587,0.7137,-4.2362,3.5225,2.547252,6.438,0.211915,-0.32672,0.04572,0.006914,0.026317,0.038806,1.92391,43.0965,48.395,11.9123,2.2721,12.9122,594.1368,18.5169,82.301,-122.902808265301,-10.2284,-8.2314,1.997,7.4705,1.7027,-4.5866,2.8839,3.6473,2.367,0.217926,-0.359645,0.094537,-0.443673,0.317636,1.812087,0.964138,1.015706,0.031127,-0.002552,0.014287,0.033679,-0.004016,-0.001753,-0.002884,-0.002263,50.4244,78.1803,79.6264,13.9958,2.7828,13.4689,833.6778,21.0581,1.9867,118.2382,1.8623,57.452,285.137,4.1292,17.07,0,2,2,2,1,0,2,4,0.0,507.039071,4.244898,0,1,368.359,3.2806,69.9,0,5,5,2,2,1,3,9,0.529412,767.608747,7.427133,0,1,653.496,6.9556,90.13,1,7,8,4,3,1,5,13,0.357143,1549.322332,11.983489,1,0,-2.8817000000000013,-4.6954439999999995e-05,0.032399999999999984,4.055,4.479,0.1650999999999998,6.2056000000000004,202.35609999999997,83.22199999999998,52.830000000000005
OCWBTOKATJFGFP-UHFFFAOYSA-N__SUDMLTFATYCMJC-UHFFFAOYSA-N,OCWBTOKATJFGFP-UHFFFAOYSA-N,SUDMLTFATYCMJC-UHFFFAOYSA-N,OCWBTOKATJFGFP-UHFFFAOYSA-N__SUDMLTFATYCMJC-UHFFFAOYSA-N,hetero-hetero,Cn1c(COc2cc(C(F)(F)F)ccn2)nnc1C1CCC(C=O)CC1,O=Cc1ccc(F)cc1-c1cscc1Br,Cn1c(COc2cc(C(F)(F)F)ccn2)nnc1C1CCC(C(=O)C(O)c2ccc(F)cc2-c2cscc2Br)CC1,-11.4159,0.9744,-3.5171030073020946,-79.897946229421,-1328.048563765175,-80.151733269262,-10.3681,-7.9693,2.3988,7.7587,0.7137,-4.2362,3.5225,2.547252,6.438,0.211915,-0.32672,0.04572,0.006914,0.026317,0.038806,1.92391,43.0965,48.395,11.9123,2.2721,12.9122,594.1368,18.5169,82.301,-42.634119415338,-3569.995836582627,-42.704142149579,-10.851,-8.4198,2.4312,8.2853,1.0008,-4.64305,3.64225,2.959423,2.383,0.215084,-0.332873,0.038931,-0.001027,0.018952,0.039958,1.867424,43.62,53.4651,7.4333,2.107,6.7066,391.7807,20.2228,87.729,-122.906362454269,-10.2564,-7.9136,2.3428,7.4548,1.4371,-4.44595,3.00885,3.284722,2.525,0.216668,-0.356028,0.091422,-0.438761,0.315611,1.846404,0.943948,1.01114,0.028581,0.005247,0.016914,0.023334,-0.00242,0.00228,-7e-05,-0.0047,43.5126,73.8399,73.5843,5.572,2.4832,11.5311,812.8273,21.3656,2.0393,116.8173,-11.5191,49.362,368.359,3.2806,69.9,0,5,5,2,2,1,3,9,0.529412,767.608747,7.427133,0,1,285.137,4.1292,17.07,0,2,2,2,1,0,2,4,0.0,507.039071,4.244898,0,1,653.496,7.0145,90.13,1,7,8,4,3,1,5,13,0.357143,1549.322332,11.983489,1,0,-1.9482999999999997,0.000269168934,0.032399999999999984,4.055,4.479,0.1650999999999998,6.2056000000000004,202.35609999999997,83.22199999999998,52.830000000000005
HTPMQCREKYXQGU-UHFFFAOYSA-N__COPMILBJICBDOE-MHLNXUHPSA-N,HTPMQCREKYXQGU-UHFFFAOYSA-N,COPMILBJICBDOE-MHLNXUHPSA-N,COPMILBJICBDOE-MHLNXUHPSA-N__HTPMQCREKYXQGU-UHFFFAOYSA-N,carbo-hetero,COc1cccc(-c2c(C=O)cc3c4c(ccc(OC)c24)C=CC3=O)c1,COC(=O)Cc1[nH]c2ccccc2c1CCN(Cc1ccccc1)[C@H]1C=CC[C@@H](C)[C@@H]1C=O,COC(=O)Cc1[nH]c2ccccc2c1CCN(Cc1ccccc1)C1C=CCC(C)C1C(O)C(=O)c1cc2c3c(ccc(OC)c3c1-c1cccc(OC)c1)C=CC2=O,-4.3142,-0.4841,13.75974160146882,-71.283536484163,-1148.647926797977,-71.508784929129,-10.3642,-8.5925,1.7717,7.4189,1.6405,-4.5297,2.8892,3.550841,10.335,0.205513,-0.329747,0.012429,0.002371,0.0074,0.010058,1.867604,58.0675,50.9498,8.9956,2.4931,7.7143,547.1697,20.7913,73.763,-93.901287314251,-1420.956253824691,-94.330120660646,-9.5163,-6.9802,2.5361,6.6767,0.0598,-3.36825,3.30845,1.714565,1.58,0.21608,-0.356379,0.039433,-0.004612,0.017411,0.044045,1.86556,78.2573,64.9972,9.4984,3.4504,9.5915,727.6409,20.6238,78.742,-165.89873418152,-8.9987,-8.3258,0.6729,6.197,1.486,-3.8415,2.3555,3.132482,6.995,0.21675,-0.369424,0.087881,-0.441994,0.312879,1.810465,0.970806,1.011027,0.011338,0.000655,0.005997,0.010683,-0.000324,0.001895,0.000785,-0.002219,68.9616,77.8303,80.4789,11.0827,2.4185,11.5525,928.9904,23.8392,2.0155,117.808,-15.9648,50.937,344.366,4.546,52.6,0,4,4,3,0,1,4,4,0.090909,1092.982826,6.151961,0,1,444.575,4.7078,62.4,1,4,9,3,1,1,4,5,0.357143,1118.632735,10.624245,3,1,788.941,8.7996,118.16,2,8,14,6,1,2,8,9,0.26,2623.462912,16.897272,4,0,-3.3840000000000003,9.3495643e-05,0.7643999999999997,8.755,0.5028000000000006,0.9573,1.8772000000000002,180.47119999999995,100.209,9.799999999999997
COPMILBJICBDOE-MHLNXUHPSA-N__HTPMQCREKYXQGU-UHFFFAOYSA-N,COPMILBJICBDOE-MHLNXUHPSA-N,HTPMQCREKYXQGU-UHFFFAOYSA-N,COPMILBJICBDOE-MHLNXUHPSA-N__HTPMQCREKYXQGU-UHFFFAOYSA-N,carbo-hetero,COC(=O)Cc1[nH]c2ccccc2c1CCN(Cc1ccccc1)[C@H]1C=CC[C@@H](C)[C@@H]1C=O,COc1cccc(-c2c(C=O)cc3c4c(ccc(OC)c24)C=CC3=O)c1,COC(=O)Cc1[nH]c2ccccc2c1CCN(Cc1ccccc1)C1C=CCC(C)C1C(=O)C(O)c1cc2c3c(ccc(OC)c3c1-c1cccc(OC)c1)C=CC2=O,-7.5439,-4.7455,8.200687542243434,-93.901287314251,-1420.956253824691,-94.330120660646,-9.5163,-6.9802,2.5361,6.6767,0.0598,-3.36825,3.30845,1.714565,1.58,0.21608,-0.356379,0.039433,-0.004612,0.017411,0.044045,1.86556,78.2573,64.9972,9.4984,3.4504,9.5915,727.6409,20.6238,78.742,-71.283536484163,-1148.647926797977,-71.508784929129,-10.3642,-8.5925,1.7717,7.4189,1.6405,-4.5297,2.8892,3.550841,10.335,0.205513,-0.329747,0.012429,0.002371,0.0074,0.010058,1.867604,58.0675,50.9498,8.9956,2.4931,7.7143,547.1697,20.7913,73.763,-165.906472983104,-9.1983,-8.2715,0.9268,6.36,1.4152,-3.8876,2.4724,3.05643,7.608,0.218087,-0.368339,0.094145,-0.44158,0.316579,1.822493,0.94641,1.008935,0.011872,-0.002928,0.004472,0.0148,-0.002573,-0.000752,-0.001663,-0.001821,57.597,83.396,76.8147,7.3489,2.6202,11.7944,864.1208,25.4209,2.0189,117.5798,7.8831,51.831,444.575,4.7078,62.4,1,4,9,3,1,1,4,5,0.357143,1118.632735,10.624245,3,1,344.366,4.546,52.6,0,4,4,3,0,1,4,4,0.090909,1092.982826,6.151961,0,1,788.941,8.8585,118.16,2,8,14,6,1,2,8,9,0.26,2623.462912,16.897272,4,0,-0.9238,-5.7322548000000003e-05,0.7643999999999997,8.755,0.5028000000000006,0.9573,1.8772000000000002,180.47119999999995,100.209,9.799999999999997
KBJUYJHOJLRYGD-UHFFFAOYSA-N__SPOMMIQLONEYFA-OEMAIJDKSA-N,KBJUYJHOJLRYGD-UHFFFAOYSA-N,SPOMMIQLONEYFA-OEMAIJDKSA-N,KBJUYJHOJLRYGD-UHFFFAOYSA-N__SPOMMIQLONEYFA-OEMAIJDKSA-N,hetero-hetero,Cn1cnnc1-c1cc(F)ccc1-c1cccc(-c2nc3ccc(C=O)cc3s2)c1,Cc1cc(C(F)(F)F)nn1C(C=O)c1nc(C2=NO[C@@H](c3ccccc3)C2)cs1,Cc1cc(C(F)(F)F)nn1C(c1nc(C2=NOC(c3ccccc3)C2)cs1)C(O)C(=O)c1ccc2nc(-c3cccc(-c4ccc(F)cc4-c4nncn4C)c3)sc2c1,-14.3107,-1.7151,-0.6982396630594949,-80.418463383948,-1677.55776319306,-80.643079794775,-10.2542,-8.6193,1.6349,7.6003,1.8134,-4.70685,2.89345,3.828377,4.013,0.206117,-0.334116,0.02166,0.003665,0.012663,0.017995,1.862461,53.6434,43.612,15.688,2.5338,6.3523,628.5709,21.1328,74.568,-85.341997497605,-1800.0333642097712,-85.553940960472,-10.7076,-8.4443,2.2633,7.8735,1.1794,-4.52645,3.34705,3.060718,6.472,0.209472,-0.277152,0.039305,-3e-06,0.019651,0.039308,1.961287,38.9574,52.2567,6.6413,3.4433,11.3781,645.8777,19.702,79.015,-166.257433373109,-10.2116,-8.7389,1.4727,7.0064,2.1083,-4.55735,2.44905,4.240305,9.061,0.20982,-0.369189,0.092494,-0.423564,0.320879,1.795411,0.947255,1.029525,0.032859,0.001927,0.017393,0.030932,-0.003387,0.000257,-0.001565,-0.003644,51.2692,73.501,74.0804,10.3506,2.4129,13.3992,1065.9292,22.4135,2.152,111.9858,29.6271,45.937,414.465,5.3774,60.67,0,5,4,5,2,0,5,7,0.043478,1405.637517,7.274434,0,1,420.416,4.32082,69.37,0,6,5,3,2,1,4,10,0.263158,1059.096223,7.432225,2,1,834.881,9.24402,133.2,1,11,10,8,4,1,9,17,0.166667,2901.665116,15.062941,3,0,-1.8099000000000007,0.000144052825,0.6284000000000001,2.4590000000000005,9.046700000000001,0.9095,5.0258,17.306799999999953,5.951000000000022,8.700000000000003
LHOHMKNRHLHACU-NXVVXOECSA-N__BWLUTZNXLFONMY-UHFFFAOYSA-N,LHOHMKNRHLHACU-NXVVXOECSA-N,BWLUTZNXLFONMY-UHFFFAOYSA-N,BWLUTZNXLFONMY-UHFFFAOYSA-N__LHOHMKNRHLHACU-NXVVXOECSA-N,aliph-carbo,O=Cc1ccccc1/C=C\P(=O)(c1ccccc1)c1ccccc1,NCC(=O)NCCNC(=O)NCC=O,NCC(=O)NCCNC(=O)NCC(O)C(=O)c1ccccc1C=CP(=O)(c1ccccc1)c1ccccc1,-10.5015,-1.336,3.187807020778953,-64.038204466631,-1302.056486630266,-64.267088741719,-10.8391,-8.1905,2.6486,7.8361,0.9676,-4.40185,3.43425,2.821036,3.741,0.207435,-0.344918,0.034034,0.001665,0.01785,0.032369,1.845708,49.6283,52.2777,6.8319,1.749,10.1961,518.5112,21.7666,79.963,-45.880091580402,-719.761728053198,-46.022961879209,-10.2293,-7.1977,3.0316,7.7059,-0.8051,-3.4504,4.2555,1.398809,5.729,0.20628,-0.317719,0.088838,0.006543,0.04769,0.082295,1.920213,70.7523,41.7338,6.1378,1.9748,10.4264,417.7664,16.6601,81.144,-110.349765900722,-10.2403,-7.416,2.8243,7.1711,0.7092,-3.94015,3.23095,2.40251,8.384,0.226265,-0.354334,0.098543,-0.473284,0.32845,1.850165,0.958024,1.01143,0.024049,0.006723,0.015386,0.017326,-0.00481,0.004893,4.1e-05,-0.009703,66.5453,69.1524,81.9087,9.4778,3.2407,11.3984,729.7103,22.3095,4.2949,35.9193,178.2954,55.307,332.339,4.4839,34.14,0,2,5,3,0,0,3,3,0.0,855.891463,7.24779,0,1,202.214,-2.4406,113.32,4,4,6,0,0,0,0,7,0.571429,207.111588,7.990585,0,1,534.553,1.5891,150.62,5,6,12,3,0,0,3,10,0.178571,1271.588871,14.044877,1,0,-3.6414,0.00014791527000000001,0.383,1.988,0.6940999999999997,0.2258,0.23029999999999973,100.74480000000005,130.125,79.17999999999999
FCLJGBRQTJISPR-UHFFFAOYSA-N__LLMAYUAHSQIQEX-UHFFFAOYSA-N,FCLJGBRQTJISPR-UHFFFAOYSA-N,LLMAYUAHSQIQEX-UHFFFAOYSA-N,FCLJGBRQTJISPR-UHFFFAOYSA-N__LLMAYUAHSQIQEX-UHFFFAOYSA-N,carbo-hetero,O=Cc1ccccc1Oc1cc[n+]([O-])cc1,Cc1cc(C(=O)NCc2ccc(C#N)cc2OCCNCC=O)ccc1F,Cc1cc(C(=O)NCc2ccc(C#N)cc2OCCNCC(O)C(=O)c2ccccc2Oc2cc[n+]([O-])cc2)ccc1F,-12.7724,8.2723,7.077239172601081,-45.212240874199,-742.9502286008479,-45.322879453614,-10.549,-8.281,2.268,8.0452,1.0221,-4.53365,3.51155,2.926625,3.917,0.208466,-0.334431,0.037415,0.005625,0.02152,0.03179,1.862857,49.6155,45.7167,6.824,1.7589,8.9205,406.8391,18.4901,84.196,-78.413829139218,-1263.701180702343,-78.674969705956,-10.6585,-7.8758,2.7827,7.7845,0.9334,-4.35895,3.42555,2.773342,5.747,0.202863,-0.31802,0.041122,0.001727,0.021424,0.039395,1.926052,57.7329,47.3275,9.5612,2.053,9.8384,596.7986,20.0415,76.149,-124.056970396635,-10.3104,-8.6268,1.6836,7.3184,1.7097,-4.51405,2.80435,3.633043,9.654,0.214412,-0.36319,0.087063,-0.44586,0.317834,1.797285,0.969192,1.014775,0.039336,0.000484,0.01991,0.038852,-0.002463,-5.8e-05,-0.00126,-0.002405,51.9661,65.5563,67.7873,12.5301,2.013,15.1859,814.3591,21.8445,1.9947,117.4436,-6.7181,56.707,215.208,1.9248,53.24,0,3,3,2,1,0,2,4,0.0,493.871989,4.439868,0,1,369.396,2.1031,91.22,2,5,9,2,0,0,2,7,0.25,862.035821,10.041585,0,1,584.604,3.5737,147.62,3,8,13,4,1,0,4,11,0.1875,1638.170257,14.542126,1,0,-2.6731999999999996,0.00023131124999999997,0.5147000000000004,1.83,2.7371999999999996,0.29410000000000003,0.9178999999999995,189.9595,154.18800000000002,37.98
SPOMMIQLONEYFA-OEMAIJDKSA-N__KBJUYJHOJLRYGD-UHFFFAOYSA-N,SPOMMIQLONEYFA-OEMAIJDKSA-N,KBJUYJHOJLRYGD-UHFFFAOYSA-N,KBJUYJHOJLRYGD-UHFFFAOYSA-N__SPOMMIQLONEYFA-OEMAIJDKSA-N,hetero-hetero,Cc1cc(C(F)(F)F)nn1C(C=O)c1nc(C2=NO[C@@H](c3ccccc3)C2)cs1,Cn1cnnc1-c1cc(F)ccc1-c1cccc(-c2nc3ccc(C=O)cc3s2)c1,Cc1cc(C(F)(F)F)nn1C(C(=O)C(O)c1ccc2nc(-c3cccc(-c4ccc(F)cc4-c4nncn4C)c3)sc2c1)c1nc(C2=NOC(c3ccccc3)C2)cs1,-11.0721,-1.9294,11.17924526508619,-85.341997497605,-1800.0333642097712,-85.553940960472,-10.7076,-8.4443,2.2633,7.8735,1.1794,-4.52645,3.34705,3.060718,6.472,0.209472,-0.277152,0.039305,-3e-06,0.019651,0.039308,1.961287,38.9574,52.2567,6.6413,3.4433,11.3781,645.8777,19.702,79.015,-80.418463383948,-1677.55776319306,-80.643079794775,-10.2542,-8.6193,1.6349,7.6003,1.8134,-4.70685,2.89345,3.828377,4.013,0.206117,-0.334116,0.02166,0.003665,0.012663,0.017995,1.862461,53.6434,43.612,15.688,2.5338,6.3523,628.5709,21.1328,74.568,-166.26429733347,-10.3058,-8.3758,1.93,7.3407,1.8914,-4.61605,2.72465,3.910212,10.017,0.221194,-0.31807,0.093835,-0.422155,0.314973,1.880902,0.955475,1.009258,0.02678,0.001463,0.014122,0.025317,-0.00368,-0.001245,-0.002463,-0.002435,36.3258,76.4652,69.7936,9.9935,2.6656,14.4578,959.3887,23.8003,2.2387,107.7552,-21.4101,49.102,420.416,4.32082,69.37,0,6,5,3,2,1,4,10,0.263158,1059.096223,7.432225,2,1,414.465,5.3774,60.67,0,5,4,5,2,0,5,7,0.043478,1405.637517,7.274434,0,1,834.881,9.30292,133.2,1,11,10,8,4,1,9,17,0.166667,2901.665116,15.062941,3,0,-2.0882999999999985,-6.498e-08,0.6284000000000001,2.4590000000000005,9.046700000000001,0.9095,5.0258,17.306799999999953,5.951000000000022,8.700000000000003
