bdfe_gxtb_kcal,id,bde_gxtb_kcal
60.165,581,43.655
57.612,582,48.611
65.794,583,49.885
56.885,584,45.548
56.308,585,29.301
60.259,586,33.065
62.891,587,57.472
59.512,588,34.099
58.813,589,55.118
55.254,590,33.049
61.322,591,36.709
88.95,592,60.701
53.604,593,31.576
57.077,594,22.648
58.747,595,22.474
74.019,596,72.18
79.518,597,80.709
61.378,598,48.891
55.925,599,48.183
,600,
71.321,601,72.688
57.666,602,54.339
48.134,603,34.05
56.643,604,55.381
43.538,605,46.372
74.315,606,80.892
62.563,607,51.874
74.678,608,70.471
77.392,609,82.259
61.038,610,52.998
76.981,611,79.547
57.265,612,18.995
69.393,613,77.327
70.726,614,26.793
59.579,615,55.217
77.241,616,71.636
59.9,617,53.221
67.814,618,49.366
77.037,619,75.536
72.384,620,51.945
70.811,621,74.308
76.031,622,63.738
58.504,623,54.958
62.705,624,61.745
61.569,625,61.275
56.057,626,47.931
59.537,627,51.222
55.914,628,42.605
69.54,629,72.101
,630,
56.192,631,57.491
75.52,632,72.574
53.325,633,50.066
53.994,634,38.837
58.135,635,48.668
57.843,636,51.514
55.841,637,57.011
57.337,638,47.124
58.511,639,47.707
59.752,640,52.258
76.023,641,68.18
69.609,642,24.265
74.373,643,69.691
74.935,644,74.316
73.67,645,69.156
75.337,646,70.794
73.963,647,78.036
63.454,648,59.311
59.902,649,59.155
52.576,650,40.36
,651,
96.117,652,75.296
51.87,653,45.462
63.667,654,52.839
75.082,655,66.213
76.791,656,68.025
61.61,657,43.762
62.988,658,55.976
60.763,659,55.114
59.478,660,37.639
68.234,661,65.701
74.299,662,66.509
78.135,663,74.815
76.646,664,69.221
65.717,665,57.356
63.626,666,43.004
61.415,667,46.861
70.748,668,62.978
60.041,669,57.721
66.972,670,60.167
74.392,671,68.226
54.958,672,36.335
61.439,673,44.097
64.071,674,54.614
69.242,675,66.238
67.087,676,61.822
,677,
59.776,678,60.5
60.609,679,55.764
40.363,680,18.63
47.428,681,47.293
50.734,682,45.691
56.138,683,39.519
62.701,684,54.131
62.65,685,50.26
,686,
63.648,687,49.416
61.28,688,54.768
58.763,689,55.762
50.437,690,44.958
60.736,691,53.316
63.267,692,61.109
58.975,693,57.77
56.837,694,36.399
70.925,695,66.517
56.005,696,48.215
,697,
70.347,698,64.181
51.641,699,46.59
59.239,700,41.275
60.002,701,51.796
62.168,702,50.235
70.623,703,63.847
62.136,704,48.773
