index,SMILES,MW,PubChem_CID,reject_reason
226627,C1=CN=C(C(=C1C=O)[N+](=O)[O-])C(F)(F)F,220.11,118807250,zwitterion_or_nitro
226628,CC1=C(C=C(N=C1OC(F)(F)F)C=O)[N+](=O)[O-],250.13,118807253,zwitterion_or_nitro
226683,C1=C(C(=C(N=C1[N+](=O)[O-])C(F)F)I)C=O,328.01,118809036,zwitterion_or_nitro
226694,C1=C(C(=C(C(=N1)C(F)F)C=O)[N+](=O)[O-])O,218.11,118809153,zwitterion_or_nitro
226696,C1=C(C(=C(C(=N1)C(F)F)[N+](=O)[O-])C=O)I,328.01,118809163,zwitterion_or_nitro
226698,CC1=CN=C(C(=C1C=O)[N+](=O)[O-])C(F)F,216.14,118809178,zwitterion_or_nitro
226700,C1=C(C(=NC(=C1O)C=O)C(F)F)[N+](=O)[O-],218.11,118809189,zwitterion_or_nitro
226702,COC1=C(C(=NC(=C1)C=O)C(F)F)[N+](=O)[O-],232.14,118809216,zwitterion_or_nitro
226706,C1=C(C(=NC(=C1OC(F)(F)F)C=O)C(F)F)[N+](=O)[O-],286.11,118809256,zwitterion_or_nitro
226713,C1=C(N=C(C(=C1[N+](=O)[O-])F)C(F)F)C=O,220.11,118809292,zwitterion_or_nitro
226722,C1=C(C(=C(N=C1[N+](=O)[O-])C(F)F)C=O)OC(F)(F)F,286.11,118809485,zwitterion_or_nitro
226762,CC1=CC(=CC(=C1C=O)[N+](=O)[O-])F,183.14,118810814,zwitterion_or_nitro
226778,C1=C(C(=C(N=C1[N+](=O)[O-])C(F)F)C=O)Br,281.01,118811393,zwitterion_or_nitro
226779,C1=C(C(=C(N=C1OC(F)(F)F)C=O)[N+](=O)[O-])Br,315.0,118811395,zwitterion_or_nitro
226788,C1=C(C(=C(N=C1[N+](=O)[O-])C=O)C(F)F)Cl,236.56,118811539,zwitterion_or_nitro
226790,CC1=C(C(=CN=C1C=O)[N+](=O)[O-])C(F)F,216.14,118811562,zwitterion_or_nitro
226791,C1=C(C(=C(C(=N1)C(F)(F)F)[N+](=O)[O-])C(F)F)C=O,270.11,118811563,zwitterion_or_nitro
226808,C1=C(C(=C(N=C1C(F)F)C=O)[N+](=O)[O-])Br,281.01,118811734,zwitterion_or_nitro
226810,C1=C(C(=C(C(=N1)[N+](=O)[O-])C=O)Br)C(F)F,281.01,118811745,zwitterion_or_nitro
226817,C1=CC(=C(C=C1CCC=O)[N+](=O)[O-])OC(F)F,245.18,118811861,zwitterion_or_nitro
226836,C1=C(C(=C(C(=N1)[N+](=O)[O-])C=O)N)OC(F)(F)F,251.12,118812127,zwitterion_or_nitro
226837,C1=C(N=C(C(=C1N)[N+](=O)[O-])OC(F)(F)F)C=O,251.12,118812169,zwitterion_or_nitro
226868,CC1=CC(=C(C(=N1)[N+](=O)[O-])C=O)C(F)F,216.14,118812670,zwitterion_or_nitro
226870,C1=C(C(=C(C(=N1)[N+](=O)[O-])C=O)C(F)F)O,218.11,118812744,zwitterion_or_nitro
226875,C1=C(N=C(C(=C1C(F)F)[N+](=O)[O-])OC(F)(F)F)C=O,286.11,118812792,zwitterion_or_nitro
226960,C1=C(N=C(C(=C1[N+](=O)[O-])OC(F)(F)F)C(F)F)C=O,286.11,118814778,zwitterion_or_nitro
226961,C1=C(C(=O)C(=C(N1)C(F)F)C=O)[N+](=O)[O-],218.11,118814782,zwitterion_or_nitro
226962,C1=C(C(=C(N=C1OC(F)(F)F)C(F)F)C=O)[N+](=O)[O-],286.11,118814783,zwitterion_or_nitro
226964,C1=C(C(=C(C(=N1)C(F)F)[N+](=O)[O-])C=O)OC(F)(F)F,286.11,118814795,zwitterion_or_nitro
226968,C1=C(C(=C(N=C1C(F)(F)F)C(F)F)C=O)[N+](=O)[O-],270.11,118814826,zwitterion_or_nitro
226970,C1=C(C(=NC(=C1[N+](=O)[O-])C(F)(F)F)C(F)F)C=O,270.11,118814856,zwitterion_or_nitro
226972,C1=C(C(=NC(=C1[N+](=O)[O-])C(F)F)F)C=O,220.11,118814875,zwitterion_or_nitro
226975,C1=C(C(=C(C(=N1)C(F)F)[N+](=O)[O-])C=O)O,218.11,118814950,zwitterion_or_nitro
226976,C1=C(NC(=C(C1=O)C=O)C(F)F)[N+](=O)[O-],218.11,118814957,zwitterion_or_nitro
226977,C1=C(C(=NC(=C1[N+](=O)[O-])C(F)F)I)C=O,328.01,118814962,zwitterion_or_nitro
226983,C1=C(N=C(C(=C1I)[N+](=O)[O-])C(F)F)C=O,328.01,118814991,zwitterion_or_nitro
226989,CC1=C(C(=CN=C1C(F)F)C=O)[N+](=O)[O-],216.14,118815063,zwitterion_or_nitro
226990,C1=C(C(=C(C(=N1)C(F)F)C=O)[N+](=O)[O-])I,328.01,118815087,zwitterion_or_nitro
226991,C1=C(C(=C(C(=N1)C(F)F)C=O)C(F)(F)F)[N+](=O)[O-],270.11,118815110,zwitterion_or_nitro
227001,CC1=C(C=C(C(=N1)C(F)F)C=O)[N+](=O)[O-],216.14,118815191,zwitterion_or_nitro
227036,C1=C(N=C(C(=C1C#N)C(F)F)[N+](=O)[O-])C=O,227.12,118816417,zwitterion_or_nitro
227038,C1=C(C(=C(C(=N1)[N+](=O)[O-])C=O)C#N)C(F)F,227.12,118816518,zwitterion_or_nitro
227040,C1=C(C(=C(N=C1[N+](=O)[O-])C=O)C(F)F)C#N,227.12,118816602,zwitterion_or_nitro
227045,C1=C(C(=C(N=C1C(F)F)C=O)[N+](=O)[O-])Cl,236.56,118816704,zwitterion_or_nitro
227063,C1=C(C(=C(C(=N1)C=O)[N+](=O)[O-])C(F)F)C(F)(F)F,270.11,118817240,zwitterion_or_nitro
227064,COC1=C(N=C(C=C1C(F)F)[N+](=O)[O-])C=O,232.14,118817249,zwitterion_or_nitro
227085,C1=C(C(=C(C(=N1)C=O)C(F)F)Br)[N+](=O)[O-],281.01,118817678,zwitterion_or_nitro
227093,C1=C(C(=C(N=C1[N+](=O)[O-])C(F)F)C=O)N,217.13,118817982,zwitterion_or_nitro
227110,COC1=CN=C(C(=C1C(F)F)[N+](=O)[O-])C=O,232.14,118818277,zwitterion_or_nitro
227125,COC1=C(C(=CN=C1[N+](=O)[O-])C=O)C(F)F,232.14,118818425,zwitterion_or_nitro
227194,C1=C(C(=C(C(=N1)C(F)F)I)[N+](=O)[O-])C=O,328.01,118820352,zwitterion_or_nitro
227198,C1=C(C(=NC(=C1F)C=O)C(F)F)[N+](=O)[O-],220.11,118820454,zwitterion_or_nitro
227201,C1=C(C(=NC(=C1I)C=O)C(F)F)[N+](=O)[O-],328.01,118820488,zwitterion_or_nitro
227205,CC1=CN=C(C(=C1[N+](=O)[O-])C=O)C(F)F,216.14,118820503,zwitterion_or_nitro
227207,C1=C(C(=C(N=C1F)C(F)F)[N+](=O)[O-])C=O,220.11,118820515,zwitterion_or_nitro
227212,C1=C(C(=NC(=C1[N+](=O)[O-])C(F)F)C=O)C(F)(F)F,270.11,118820580,zwitterion_or_nitro
227215,C1=C(C(=C(N=C1F)C(F)F)C=O)[N+](=O)[O-],220.11,118820587,zwitterion_or_nitro
227225,C1=CC(=C(C=C1[N+](=O)[O-])CCC=O)C(F)F,229.18,118820741,zwitterion_or_nitro
227227,C1=C(C(=NC(=C1[N+](=O)[O-])OC(F)(F)F)C(F)F)C=O,286.11,118820761,zwitterion_or_nitro
227233,C1=C(C(=O)NC(=C1C=O)C(F)F)[N+](=O)[O-],218.11,118820805,zwitterion_or_nitro
227277,CC1=C(C=CC(=C1[N+](=O)[O-])C=O)F,183.14,118821863,zwitterion_or_nitro
227294,C1=C(N=C(C(=C1C#N)[N+](=O)[O-])C(F)F)C=O,227.12,118822162,zwitterion_or_nitro
227314,CC1=C(N=C(C=C1C(F)F)[N+](=O)[O-])C=O,216.14,118822854,zwitterion_or_nitro
227318,C1=C(C(=C(N=C1[N+](=O)[O-])C=O)OC(F)(F)F)C(F)F,286.11,118822952,zwitterion_or_nitro
227360,CC1=NC(=CC(=C1[N+](=O)[O-])C(F)F)C=O,216.14,118823952,zwitterion_or_nitro
227362,C1=C(N=C(C(=C1C(F)F)O)[N+](=O)[O-])C=O,218.11,118824012,zwitterion_or_nitro
227427,C1=C(C(=C(C(=N1)C(F)F)[N+](=O)[O-])OC(F)(F)F)C=O,286.11,118825961,zwitterion_or_nitro
227429,C1=C(N=C(C(=C1[N+](=O)[O-])I)C(F)F)C=O,328.01,118825969,zwitterion_or_nitro
227434,C1=C(C(=O)C(=C(N1)C(F)F)[N+](=O)[O-])C=O,218.11,118825998,zwitterion_or_nitro
227437,COC1=C(C(=NC=C1[N+](=O)[O-])C(F)F)C=O,232.14,118826035,zwitterion_or_nitro
227440,C1=C(N=C(C(=C1[N+](=O)[O-])C(F)(F)F)C(F)F)C=O,270.11,118826053,zwitterion_or_nitro
227441,C1=C(C(=C(C(=N1)C(F)F)[N+](=O)[O-])I)C=O,328.01,118826064,zwitterion_or_nitro
227443,CC1=CC(=C(N=C1C(F)F)C=O)[N+](=O)[O-],216.14,118826068,zwitterion_or_nitro
227444,C1=C(C(=C(C(=N1)C(F)F)C=O)[N+](=O)[O-])F,220.11,118826080,zwitterion_or_nitro
227446,C1=C(C(=C(C(=N1)C(F)F)F)C=O)[N+](=O)[O-],220.11,118826114,zwitterion_or_nitro
227451,C1=C(C(=C(NC1=O)C(F)F)[N+](=O)[O-])C=O,218.11,118826155,zwitterion_or_nitro
227453,CC1=C(C(=CN=C1C(F)F)[N+](=O)[O-])C=O,216.14,118826164,zwitterion_or_nitro
227454,C1=C(C(=C(NC1=O)C(F)F)C=O)[N+](=O)[O-],218.11,118826165,zwitterion_or_nitro
227457,C1=C(C(=C(N=C1C(F)(F)F)C(F)F)[N+](=O)[O-])C=O,270.11,118826180,zwitterion_or_nitro
227474,C1=C(C(=C(C(=N1)C(F)F)C=O)I)[N+](=O)[O-],328.01,118826418,zwitterion_or_nitro
227536,C1=C(C(=C(C(=N1)C=O)C(F)F)Cl)[N+](=O)[O-],236.56,118828088,zwitterion_or_nitro
227555,C1=C(C=C(C(=C1[N+](=O)[O-])Br)F)C=O,248.01,118828637,zwitterion_or_nitro
227563,C1=C(N=C(C(=C1C(F)F)[N+](=O)[O-])F)C=O,220.11,118828818,zwitterion_or_nitro
227566,C1=C(N=C(C(=C1C(F)F)[N+](=O)[O-])I)C=O,328.01,118828850,zwitterion_or_nitro
227585,C1=C(N=C(C(=C1N)[N+](=O)[O-])C(F)F)C=O,217.13,118829232,zwitterion_or_nitro
227586,C1=C(C(=C(N=C1[N+](=O)[O-])C=O)F)C(F)F,220.11,118829240,zwitterion_or_nitro
227615,CC1=C(C(=CN=C1C=O)OC(F)(F)F)[N+](=O)[O-],250.13,118829806,zwitterion_or_nitro
227617,CC1=C(C(=CN=C1OC(F)(F)F)[N+](=O)[O-])C=O,250.13,118829846,zwitterion_or_nitro
227618,C1=C(C(=C(C=N1)OC(F)(F)F)C=O)[N+](=O)[O-],236.1,118829852,zwitterion_or_nitro
227620,C1=C(C=NC(=C1[N+](=O)[O-])OC(F)(F)F)C=O,236.1,118829862,zwitterion_or_nitro
227667,C1=C(C(=NC(=C1I)C(F)F)C=O)[N+](=O)[O-],328.01,118831621,zwitterion_or_nitro
227671,C1=C(C(=C(C(=N1)C(F)F)O)[N+](=O)[O-])C=O,218.11,118831675,zwitterion_or_nitro
227684,C1=C(C(=NC(=C1F)C(F)F)C=O)[N+](=O)[O-],220.11,118831781,zwitterion_or_nitro
227687,C1=C(C(=CN=C1C(F)F)[N+](=O)[O-])C=O,202.11,118831797,zwitterion_or_nitro
227698,C1=C(C(=NC(=C1OC(F)(F)F)C(F)F)[N+](=O)[O-])C=O,286.11,118831939,zwitterion_or_nitro
227700,C1=C(C(=C(C(=N1)C(F)F)[N+](=O)[O-])C=O)F,220.11,118831976,zwitterion_or_nitro
227710,C1=C(C(=C(C(=N1)C(F)F)C=O)[N+](=O)[O-])C(F)(F)F,270.11,118832110,zwitterion_or_nitro
227753,C1=C(NC(=C(C1=O)C=O)OC(F)(F)F)[N+](=O)[O-],252.1,118833096,zwitterion_or_nitro
227774,C1=C(C(=C(C(=N1)[N+](=O)[O-])C(F)F)N)C=O,217.13,118833872,zwitterion_or_nitro
227785,C1=CN=C(C(=C1C(F)F)[N+](=O)[O-])C=O,202.11,118834170,zwitterion_or_nitro
227789,C1=C(C(=C(N=C1F)[N+](=O)[O-])C=O)C(F)F,220.11,118834242,zwitterion_or_nitro
227791,CC1=CC(=C(C(=N1)C=O)[N+](=O)[O-])C(F)F,216.14,118834276,zwitterion_or_nitro
227824,CC1=C(C=C(N=C1[N+](=O)[O-])C=O)C(F)F,216.14,118834938,zwitterion_or_nitro
227827,C1=C(N=CC(=C1C(F)F)[N+](=O)[O-])C=O,202.11,118834978,zwitterion_or_nitro
227832,C1=CC(=C(C=C1C(F)F)[N+](=O)[O-])CCC=O,229.18,118835056,zwitterion_or_nitro
227837,C1=C(N=C(C(=C1C(F)F)[N+](=O)[O-])C(F)(F)F)C=O,270.11,118835122,zwitterion_or_nitro
227838,C1=C(C(=C(C(=N1)I)C=O)C(F)F)[N+](=O)[O-],328.01,118835174,zwitterion_or_nitro
227841,C1=C(C(=C(C(=O)N1)[N+](=O)[O-])C(F)F)C=O,218.11,118835204,zwitterion_or_nitro
227843,C1=C(N=C(C(=C1C(F)F)F)[N+](=O)[O-])C=O,220.11,118835215,zwitterion_or_nitro
227845,C1=C(C(=C(C(=N1)[N+](=O)[O-])C=O)C(F)F)F,220.11,118835296,zwitterion_or_nitro
227915,C1=C(C(=C(C(=N1)C(F)F)[N+](=O)[O-])C(F)(F)F)C=O,270.11,118837239,zwitterion_or_nitro
227923,C1=C(C(=C(C(=N1)C(F)F)OC(F)(F)F)[N+](=O)[O-])C=O,286.11,118837318,zwitterion_or_nitro
227928,C1=C(C(=C(N=C1[N+](=O)[O-])C(F)F)C=O)I,328.01,118837339,zwitterion_or_nitro
227931,C1=C(C(=C(C(=N1)C(F)F)C=O)[N+](=O)[O-])OC(F)(F)F,286.11,118837366,zwitterion_or_nitro
227937,C1=CC(=C(C=C1[N+](=O)[O-])C(F)F)CCC=O,229.18,118837445,zwitterion_or_nitro
227938,C1=CC(=C(C(=C1)[N+](=O)[O-])C(F)F)CCC=O,229.18,118837466,zwitterion_or_nitro
227944,CC1=CC(=C(N=C1[N+](=O)[O-])C(F)F)C=O,216.14,118837530,zwitterion_or_nitro
227945,CC1=C(C(=NC=C1[N+](=O)[O-])C(F)F)C=O,216.14,118837534,zwitterion_or_nitro
227950,C1=C(C(=C(N=C1I)C(F)F)C=O)[N+](=O)[O-],328.01,118837584,zwitterion_or_nitro
227991,C1=C(C(=C(C(=N1)C=O)[N+](=O)[O-])Br)C(F)F,281.01,118838671,zwitterion_or_nitro
228034,COC1=C(C(=CN=C1C=O)[N+](=O)[O-])C(F)F,232.14,118839796,zwitterion_or_nitro
228053,CC1=C(C(=CN=C1[N+](=O)[O-])C=O)C(F)F,216.14,118840222,zwitterion_or_nitro
228057,C1=C(C(=C(C(=N1)C=O)C(F)F)N)[N+](=O)[O-],217.13,118840302,zwitterion_or_nitro
228066,COC1=NC=C(C(=C1C=O)C(F)F)[N+](=O)[O-],232.14,118840448,zwitterion_or_nitro
228069,C1=C(C(=C(C(=N1)[N+](=O)[O-])I)C(F)F)C=O,328.01,118840541,zwitterion_or_nitro
228074,C1=C(C(=C(C(=O)N1)C=O)C(F)F)[N+](=O)[O-],218.11,118840641,zwitterion_or_nitro
228075,C1=C(C(=C(N=C1OC(F)(F)F)[N+](=O)[O-])C=O)C(F)F,286.11,118840671,zwitterion_or_nitro
228082,C1=C(C(=C(N=C1[N+](=O)[O-])F)C=O)C(F)F,220.11,118840758,zwitterion_or_nitro
228087,C1=C(C(=C(C(=N1)F)[N+](=O)[O-])C(F)F)C=O,220.11,118840800,zwitterion_or_nitro
228094,C1=C(C(=C(C(=N1)[N+](=O)[O-])O)C(F)F)C=O,218.11,118840855,zwitterion_or_nitro
228097,C1=C(C(=C(NC1=O)[N+](=O)[O-])C=O)C(F)F,218.11,118840951,zwitterion_or_nitro
228098,C1=C(C(=C(N=C1I)[N+](=O)[O-])C=O)C(F)F,328.01,118840952,zwitterion_or_nitro
228100,C1=C(C(=C(C=N1)[N+](=O)[O-])C(F)F)C=O,202.11,118840971,zwitterion_or_nitro
228159,C1=CC(=C(C(=C1)OC(F)F)CCC=O)[N+](=O)[O-],245.18,118842781,zwitterion_or_nitro
228161,C1=CC(=C(C(=C1)[N+](=O)[O-])OC(F)F)CCC=O,245.18,118842806,zwitterion_or_nitro
228163,C1=CC(=C(C=C1[N+](=O)[O-])OC(F)F)CCC=O,245.18,118842818,zwitterion_or_nitro
228168,C1=C(N=C(C(=C1C(F)(F)F)[N+](=O)[O-])C(F)F)C=O,270.11,118842840,zwitterion_or_nitro
228169,COC1=C(N=C(C(=C1)C=O)[N+](=O)[O-])C(F)F,232.14,118842843,zwitterion_or_nitro
228173,COC1=C(C(=CN=C1C(F)F)C=O)[N+](=O)[O-],232.14,118842864,zwitterion_or_nitro
228175,C1=C(C(=C(N=C1[N+](=O)[O-])C(F)F)F)C=O,220.11,118842875,zwitterion_or_nitro
228189,COC1=C(N=C(C(=C1)[N+](=O)[O-])C(F)F)C=O,232.14,118842984,zwitterion_or_nitro
228192,C1=C(C(=NC(=C1OC(F)(F)F)C(F)F)C=O)[N+](=O)[O-],286.11,118843003,zwitterion_or_nitro
228197,COC1=C(N=C(C=C1C=O)[N+](=O)[O-])C(F)F,232.14,118843048,zwitterion_or_nitro
228198,C1=CN=C(C(=C1[N+](=O)[O-])C=O)C(F)F,202.11,118843052,zwitterion_or_nitro
228202,C1=CN=C(C(=C1C=O)[N+](=O)[O-])C(F)F,202.11,118843072,zwitterion_or_nitro
228206,COC1=C(C=C(C(=N1)C(F)F)C=O)[N+](=O)[O-],232.14,118843122,zwitterion_or_nitro
228207,C1=C(C(=NC(=C1F)C(F)F)[N+](=O)[O-])C=O,220.11,118843123,zwitterion_or_nitro
228212,CC1=CC(=C(N=C1C=O)C(F)F)[N+](=O)[O-],216.14,118843225,zwitterion_or_nitro
228213,CC1=CC(=C(C(=N1)C(F)F)C=O)[N+](=O)[O-],216.14,118843230,zwitterion_or_nitro
228219,C1=C(C(=O)NC(=C1[N+](=O)[O-])C(F)F)C=O,218.11,118843266,zwitterion_or_nitro
228224,COC1=NC(=C(C(=C1)[N+](=O)[O-])C=O)C(F)F,232.14,118843327,zwitterion_or_nitro
228225,CC1=NC(=C(C=C1C=O)[N+](=O)[O-])C(F)F,216.14,118843335,zwitterion_or_nitro
228258,C1=C(NC(=C(C1=O)[N+](=O)[O-])C=O)OC(F)(F)F,252.1,118844282,zwitterion_or_nitro
228259,C1=C(C(=C(C(=N1)OC(F)(F)F)C=O)I)[N+](=O)[O-],362.0,118844332,zwitterion_or_nitro
228275,C1=C(C(=C(C(=N1)C=O)C(F)F)C#N)[N+](=O)[O-],227.12,118844783,zwitterion_or_nitro
228320,C1=C(C(=C(C(=N1)C(F)F)C=O)N)[N+](=O)[O-],217.13,118846119,zwitterion_or_nitro
228328,COC1=NC(=C(C(=C1)C(F)F)[N+](=O)[O-])C=O,232.14,118846237,zwitterion_or_nitro
228331,C1=C(C(=C(C(=N1)C=O)F)C(F)F)[N+](=O)[O-],220.11,118846318,zwitterion_or_nitro
228336,C1=C(C(=C(C(=N1)C=O)C(F)(F)F)C(F)F)[N+](=O)[O-],270.11,118846399,zwitterion_or_nitro
228338,COC1=C(C(=CC(=N1)[N+](=O)[O-])C(F)F)C=O,232.14,118846420,zwitterion_or_nitro
228346,C1=C(C(=C(C(=N1)C=O)[N+](=O)[O-])C(F)F)OC(F)(F)F,286.11,118846604,zwitterion_or_nitro
228350,C1=C(C(=C(N=C1I)C=O)[N+](=O)[O-])C(F)F,328.01,118846669,zwitterion_or_nitro
228410,C1=C(C(=C(C(=N1)C(F)F)F)[N+](=O)[O-])C=O,220.11,118848461,zwitterion_or_nitro
228415,CC1=C(N=C(C=C1C=O)[N+](=O)[O-])C(F)F,216.14,118848496,zwitterion_or_nitro
228416,C1=C(C(=NC(=C1[N+](=O)[O-])C(F)F)C(F)(F)F)C=O,270.11,118848501,zwitterion_or_nitro
228417,C1=C(C(=NC(=C1I)C(F)F)[N+](=O)[O-])C=O,328.01,118848515,zwitterion_or_nitro
228424,C1=C(C(=C(C(=N1)C(F)F)I)C=O)[N+](=O)[O-],328.01,118848571,zwitterion_or_nitro
228441,C1=C(C=NC(=C1[N+](=O)[O-])C(F)F)C=O,202.11,118848710,zwitterion_or_nitro
228449,C1=CC(=NC(=C1C=O)C(F)F)[N+](=O)[O-],202.11,118848888,zwitterion_or_nitro
228450,C1=C(C(=C(C(=N1)C(F)F)C(F)(F)F)C=O)[N+](=O)[O-],270.11,118848896,zwitterion_or_nitro
228454,COC1=NC(=C(C(=C1)C=O)[N+](=O)[O-])C(F)F,232.14,118848946,zwitterion_or_nitro
228480,C1=C(C(=O)C(=C(N1)[N+](=O)[O-])C=O)OC(F)(F)F,252.1,118849840,zwitterion_or_nitro
228497,C1=C(C(=C(C(=N1)C=O)[N+](=O)[O-])N)C(F)F,217.13,118850336,zwitterion_or_nitro
228511,C1=C(C(=C(C(=N1)OC(F)(F)F)[N+](=O)[O-])C(F)F)C=O,286.11,118851013,zwitterion_or_nitro
228521,C1=C(NC(=O)C(=C1C(F)F)C=O)[N+](=O)[O-],218.11,118851350,zwitterion_or_nitro
228524,C1=C(C(=C(N=C1[N+](=O)[O-])C=O)C(F)F)Br,281.01,118851470,zwitterion_or_nitro
228532,C1=C(C(=C(C(=N1)[N+](=O)[O-])C=O)N)C(F)F,217.13,118851623,zwitterion_or_nitro
228555,CC1=CN=C(C(=C1C(F)F)C=O)[N+](=O)[O-],216.14,118852016,zwitterion_or_nitro
228562,C1=C(C(=C(N=C1[N+](=O)[O-])OC(F)(F)F)C=O)C(F)F,286.11,118852213,zwitterion_or_nitro
228617,COC1=C(C=C(N=C1C(F)F)C=O)[N+](=O)[O-],232.14,118854086,zwitterion_or_nitro
228618,C1=C(N=C(C(=C1[N+](=O)[O-])O)C(F)F)C=O,218.11,118854093,zwitterion_or_nitro
228631,CC1=C(C(=NC=C1C=O)C(F)F)[N+](=O)[O-],216.14,118854186,zwitterion_or_nitro
228632,C1=C(C(=C(C(=N1)C(F)F)C(F)(F)F)[N+](=O)[O-])C=O,270.11,118854194,zwitterion_or_nitro
228636,C1=C(C(=NC(=C1F)[N+](=O)[O-])C(F)F)C=O,220.11,118854224,zwitterion_or_nitro
228638,CC1=CC(=NC(=C1C=O)C(F)F)[N+](=O)[O-],216.14,118854234,zwitterion_or_nitro
228642,C1=C(C(=NC(=C1O)C(F)F)C=O)[N+](=O)[O-],218.11,118854255,zwitterion_or_nitro
228646,C1=C(C(=NC(=C1O)C(F)F)[N+](=O)[O-])C=O,218.11,118854281,zwitterion_or_nitro
228657,COC1=CN=C(C(=C1C=O)[N+](=O)[O-])C(F)F,232.14,118854390,zwitterion_or_nitro
228661,C1=C(C=NC(=C1C=O)C(F)F)[N+](=O)[O-],202.11,118854408,zwitterion_or_nitro
228662,COC1=CC(=NC(=C1C=O)C(F)F)[N+](=O)[O-],232.14,118854423,zwitterion_or_nitro
228666,C1=C(C(=NC(=C1[N+](=O)[O-])I)C(F)F)C=O,328.01,118854473,zwitterion_or_nitro
228669,C1=C(C=C(N=C1C(F)F)[N+](=O)[O-])C=O,202.11,118854504,zwitterion_or_nitro
228677,C1=C(C(=NC(=C1[N+](=O)[O-])C=O)C(F)F)C(F)(F)F,270.11,118854670,zwitterion_or_nitro
228729,C1=C(C(=NC(=C1C(F)F)Cl)[N+](=O)[O-])C=O,236.56,118990723,zwitterion_or_nitro
228734,C1=C(C(=NC(=C1[N+](=O)[O-])C(F)F)C#N)C=O,227.12,118990866,zwitterion_or_nitro
228748,C1=CC(=C(C(=C1C=O)Br)[N+](=O)[O-])F,248.01,118991177,zwitterion_or_nitro
228780,C1=C(C(=C(N=C1C(F)F)Br)[N+](=O)[O-])C=O,281.01,118992543,zwitterion_or_nitro
228796,C1=C(C(=C(C(=N1)C#N)C(F)F)[N+](=O)[O-])C=O,227.12,118993166,zwitterion_or_nitro
228800,C1=C(C(=C(C(=N1)N)C=O)[N+](=O)[O-])C(F)F,217.13,118993233,zwitterion_or_nitro
228818,C1=C(C(=C(N=C1[N+](=O)[O-])Br)C(F)F)C=O,281.01,118993885,zwitterion_or_nitro
228819,C1=C(C(=NC(=C1C(F)F)[N+](=O)[O-])Cl)C=O,236.56,118993888,zwitterion_or_nitro
228829,C1=C(C(=C(C(=N1)Br)C(F)F)C=O)[N+](=O)[O-],281.01,118994531,zwitterion_or_nitro
228835,C1=C(C(=C(C(=N1)Cl)C(F)F)C=O)[N+](=O)[O-],236.56,118994593,zwitterion_or_nitro
228856,C1=C(N=C(C(=C1C(F)F)[N+](=O)[O-])N)C=O,217.13,118995807,zwitterion_or_nitro
228906,C1=C(C(=C(N=C1C(F)F)N)C=O)[N+](=O)[O-],217.13,118997389,zwitterion_or_nitro
228909,C1=C(C(=NC(=C1[N+](=O)[O-])C=O)Br)C(F)F,281.01,118997519,zwitterion_or_nitro
228940,C1=C(C(=C(C(=N1)N)C(F)F)C=O)[N+](=O)[O-],217.13,118998776,zwitterion_or_nitro
228959,C1=C(C(=NC(=C1[N+](=O)[O-])Cl)C(F)F)C=O,236.56,118999587,zwitterion_or_nitro
228968,C1=C(C(=C(N=C1C(F)F)Cl)C=O)[N+](=O)[O-],236.56,118999855,zwitterion_or_nitro
229006,C1=C(C(=NC(=C1C(F)F)[N+](=O)[O-])Br)C=O,281.01,119001223,zwitterion_or_nitro
229039,C1=C(C(=NC(=C1C(F)F)Br)[N+](=O)[O-])C=O,281.01,119001969,zwitterion_or_nitro
229059,C1=C(N=C(C(=C1[N+](=O)[O-])C(F)F)N)C=O,217.13,119002572,zwitterion_or_nitro
229078,C1=C(N=C(C(=C1C(F)F)[N+](=O)[O-])Br)C=O,281.01,119003108,zwitterion_or_nitro
229087,C1=C(C(=C(C(=N1)C#N)C=O)C(F)F)[N+](=O)[O-],227.12,119003293,zwitterion_or_nitro
229103,C1=C(C(=NC(=C1[N+](=O)[O-])N)C=O)C(F)F,217.13,119003645,zwitterion_or_nitro
229104,C1=C(C(=C(C(=N1)N)[N+](=O)[O-])C=O)C(F)F,217.13,119003648,zwitterion_or_nitro
229164,C1=C(C(=C(C(=N1)Br)C=O)[N+](=O)[O-])C(F)F,281.01,119005273,zwitterion_or_nitro
229189,C1=C(C(=NC(=C1[N+](=O)[O-])Br)C(F)F)C=O,281.01,119006164,zwitterion_or_nitro
229190,C1=C(C(=C(N=C1[N+](=O)[O-])C#N)C=O)C(F)F,227.12,119006225,zwitterion_or_nitro
229233,C1=C(C(=C(C(=N1)N)C(F)F)[N+](=O)[O-])C=O,217.13,119007349,zwitterion_or_nitro
229242,C1=C(C(=NC(=C1[N+](=O)[O-])C=O)C#N)C(F)F,227.12,119007614,zwitterion_or_nitro
229253,C1=C(C(=NC(=C1[N+](=O)[O-])C(F)F)N)C=O,217.13,119007890,zwitterion_or_nitro
229261,C1=C(N=C(C(=C1[N+](=O)[O-])C(F)F)Br)C=O,281.01,119008250,zwitterion_or_nitro
229262,C1=C(C=C(C(=C1F)C=O)Br)[N+](=O)[O-],248.01,119008269,zwitterion_or_nitro
229334,C1=C(C(=NC(=C1[N+](=O)[O-])C(F)F)Cl)C=O,236.56,119010820,zwitterion_or_nitro
229366,C1=C(C(=NC(=C1[N+](=O)[O-])N)C(F)F)C=O,217.13,119011790,zwitterion_or_nitro
