id,bde_gxtb_kcal
115258,113.427
209258,108.467
20271,104.162
206868,98.842
96653,110.104
205878,105.061
18568,109.378
25812,104.567
25090,90.767
185656,102.39
207979,107.782
21220,110.011
121143,107.73
65497,108.117
26508,107.697
203572,105.807
181856,104.864
19164,116.327
21596,104.963
217214,
118541,104.564
120850,106.725
25395,105.905
101996,104.297
109671,104.05
12253,103.565
15503,97.733
66840,100.925
4838,110.484
43205,107.291
97807,107.45
51271,110.043
23266,107.004
212422,87.674
209448,105.585
220065,106.744
151195,108.738
15179,106.537
21714,113.13
87283,111.457
113970,119.707
201750,103.36
118561,113.546
208880,110.765
115977,116.422
203445,110.157
12308,100.437
118994,104.856
175492,99.705
110758,122.194
21760,101.52
129385,105.713
24055,
108681,111.713
26863,112.186
186348,105.639
151198,105.48
101590,103.954
107021,
55817,105.409
134552,102.709
147855,106.207
134332,106.393
79738,104.294
112902,105.028
43410,106.532
21485,104.567
25083,108.654
208186,108.764
68788,107.805
19026,105.277
201014,107.024
206256,89.448
70333,101.978
113203,71.904
211901,108.691
622,105.575
111346,103.446
75485,104.402
114589,105.58
30101,106.039
217312,101.755
22848,103.204
27347,109.828
117477,114.468
122411,108.873
22504,109.748
23611,107.924
74348,105.841
9362,105.715
51270,99.245
23264,104.668
89665,105.101
210535,107.399
103717,103.02
